20151101
18         CHER                          
RUE        DES LILAS                  
RUE        LOUIS DEBAUNE              
RUE        DU MAIL                    
ROUTE      DE MENETOU SALON           
CHEMIN     DE LA MESSE                
ROUTE      DE MOROGUES                
RUE        DE LA MOTTE                
PLACE      NATIONALE                  
CHEMIN     DES NOELS                  
RUE        DE LA NOUE                 
RUE        DU 11 NOVEMBRE             
RUE        DES ORMES                  
RUE        DU PARVIS                  
RUE        DES PEUPLIERS              
RUE        PIERRE DUPONT              
RUE        DU PILIER AUX SORCIERS     
RUE        DES PLATANES               
RUE        DE LA POINTE               
RUE        DE LA PORTE BOUCHARD       
RUE        DU PROGRES                 
RUE        DU 4 SEPTEMBRE             
RUE        DES RAMINES                
RUE        DES REMPARTS               
RUE        DE LA REPUBLIQUE           
ROUTE      DE RIANS                   
ROUTE      DE SAINTE SOLANGE          
ROUTE      DE SANCERRE                
IMPASSE    DU 16 JUIN                 
RUE        DES SOURCES                
RUE        DES SPORTS                 
ROUTE      DE LA TENDREE              
RUE        DES VALLIERES              
RUE        DU CHEMIN VERT             
RUE        DU VOEU DE VILLE           
PLACE      G WILMS                    
           commune :     ALLOGNY                        departement : CHER                          
CLOS       JOLI                       
CLOS       ST SULPICE                 
LIEU-DIT   L AUJONNIERE               
LIEU-DIT   LES AUJONS                 
LIEU-DIT   LES BARRIERES              
LIEU-DIT   BEAUCHENE                  
LIEU-DIT   LE BEAUJON                 
LIEU-DIT   LE BEUGNON                 
LIEU-DIT   BEL AIR                    
LIEU-DIT   LA BENOISERIE              
LIEU-DIT   LA BERTHERIE               
LIEU-DIT   LE BERIOU                  
LIEU-DIT   LE BERLET                  
LIEU-DIT   LA BERNARDERIE             
LIEU-DIT   LES BERTHES                
LIEU-DIT   LA BESACE                  
LIEU-DIT   BOIS BOULEAU               
LIEU-DIT   BOIS CHAILLOUX             
LIEU-DIT   BOIS CLERD                 
LIEU-DIT   BOIS DE BOURSAC            
LIEU-DIT   BOIS DE DERRIERE           
LIEU-DIT   LE BOIS GIRARD             
LIEU-DIT   BOIS RIBAIS                
LIEU-DIT   LES BOISJANINS             
LIEU-DIT   LES BONJOURS               
LIEU-DIT   BONNAIS                    
LIEU-DIT   LA BONNE NOUE              
LIEU-DIT   LES BOUCHIS                
LIEU-DIT   LA BOULASSE                
LIEU-DIT   LES BOULEAUX               
LIEU-DIT   LES BOUQUINIERES           
LIEU-DIT   LA BOURDONNIERE            
LIEU-DIT   LE BOURG                   
LIEU-DIT   LA BOURGETTE               
LIEU-DIT   BOURGY                     
LIEU-DIT   BOURSAC                    
LIEU-DIT   LE BROCHENOT               
LIEU-DIT   LES BROSSES                
LIEU-DIT   LA BRUYERE                 
LIEU-DIT   BRUYERE DU BOIS            
LIEU-DIT   LA BRUYERE GARDEE          
LIEU-DIT   BRUYERES DE L AULNE        
LIEU-DIT   LE CARMIER                 
LIEU-DIT   LA CARRIERE                
LIEU-DIT   LE CARROIR                 
LIEU-DIT   LE CARTIER                 
LIEU-DIT   LES CHAFFAUDS              
LIEU-DIT   LE CHAILLOU                
LIEU-DIT   LES CHAINTES               
LIEU-DIT   CHAMP BARBIER              
LIEU-DIT   CHAMP BOUCHE               
LIEU-DIT   CHAMP CHACROT              
LIEU-DIT   CHAMP CHAILLOU             
LIEU-DIT   CHAMP CHAILLOUX            
LIEU-DIT   CHAMP COURTIN              
LIEU-DIT   CHAMP D EN BAS             
LIEU-DIT   CHAMP DE COBEILLE          
LIEU-DIT   CHAMP DE L ETANG           
LIEU-DIT   CHAMP DE LA BENOISERIE     
LIEU-DIT   CHAMP DE LA CROIX          
LIEU-DIT   CHAMP DE LA GRANGE         
LIEU-DIT   CHAMP DE LA PLACE          
LIEU-DIT   CHAMP DE LA TREILLE        
LIEU-DIT   CHAMP DE RICHON            
LIEU-DIT   CHAMP DES BOEUFS           
LIEU-DIT   CHAMP DES BONJOURS         
LIEU-DIT   CHAMP DES COUDRES          
LIEU-DIT   CHAMP DES DUMONTS          
LIEU-DIT   CHAMP DES PEAUVEREAUX      
LIEU-DIT   CHAMP DE RICHON            
LIEU-DIT   CHAMP DU BOIS              
LIEU-DIT   CHAMP DU BUISSON           
LIEU-DIT   CHAMP DU LAC               
LIEU-DIT   CHAMP DU MERISIER          
LIEU-DIT   CHAMP DU PAVE              
LIEU-DIT   CHAMP DU PUITS             
LIEU-DIT   CHAMP DU RION              
LIEU-DIT   CHAMP GAILLARD             
LIEU-DIT   LE CHAMP ROLLET            
LIEU-DIT   CHAMP ROUZEAUX             
LIEU-DIT   CHAMP SARRAZIN             
LIEU-DIT   CHAMPS BLANCS              
LIEU-DIT   CHAMPS DES DUMONTS         
LIEU-DIT   CHAMPS DES LOGES           
LIEU-DIT   CHAMPS DU BOIS             
LIEU-DIT   CHAMPS DU PONT             
LIEU-DIT   CHAMPS GAMACHE             
LIEU-DIT   CHAMPS GLAUDON             
LIEU-DIT   LES CHAMPS SOURDS          
LIEU-DIT   LE CHANTIER                
LIEU-DIT   LA CHARLEMAGNE             
LIEU-DIT   LA CHASSEIGNE              
LIEU-DIT   LE CHAT BURE               
LIEU-DIT   LA CHATAIGNERAIE           
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   CHATEAU DES FOUGERES       
LIEU-DIT   LES CHATELAIS              
LIEU-DIT   LES CHETIFS PRES           
LIEU-DIT   LES CHETITES TERRES        
LIEU-DIT   CHP DES LOGES              
LIEU-DIT   LE CLODIT                  
LIEU-DIT   LES COBEILLES              
LIEU-DIT   COMMUNAL DE LA PRINQUETTE  
LIEU-DIT   COMMUNAL DE MILLANFROID    
LIEU-DIT   COMMUNAL DES DELAS         
LIEU-DIT   COMMUNAL DES PIERRES       
LIEU-DIT   LA CORBINE                 
LIEU-DIT   LES CORMIERS               
LIEU-DIT   LE CORMIER                 
LIEU-DIT   LE COUALLA                 
LIEU-DIT   LES COUPIS                 
LIEU-DIT   LA COUR                    
LIEU-DIT   LA CREUSEE                 
LIEU-DIT   LES CREUSILLES             
LIEU-DIT   CROT AU RENARD             
LIEU-DIT   LE CROT DENIS              
LIEU-DIT   LE CROULET                 
LIEU-DIT   LE DANJON                  
LIEU-DIT   LES DANJONS                
LIEU-DIT   LES DEBARQUES              
LIEU-DIT   LES DELAS                  
LIEU-DIT   LES DUMONTS                
LIEU-DIT   L ETANG DE LA FORETERIE    
LIEU-DIT   L ETANG DE LA PRINQUETTE   
LIEU-DIT   LES ETIS                   
LIEU-DIT   FONTAINE AUX OIES          
LIEU-DIT   LA FONTAINE SAINT SULPICE  
LIEU-DIT   LA FONTENELLE              
LIEU-DIT   FORET D ALLOGNY            
LIEU-DIT   LA FORETERIE               
LIEU-DIT   LES FORGES                 
LIEU-DIT   LA FORTUNIERE              
LIEU-DIT   LA FOSSE BONDON            
LIEU-DIT   LES FOUGERES               
LIEU-DIT   LES FOURNIES               
LIEU-DIT   LES GAILLARDS              
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LA GENETIERE               
LIEU-DIT   LES GENIEVRES              
LIEU-DIT   LES GIRARDERIES            
LIEU-DIT   LES GIRARDS                
LIEU-DIT   LE GITON                   
LIEU-DIT   LA GLANDEE                 
LIEU-DIT   LA GRADE PELURE            
LIEU-DIT   LE GRAND BILLOT            
LIEU-DIT   LE GRAND CARROIR           
LIEU-DIT   LE GRAND CARTIER           
LIEU-DIT   GRAND CHAMP                
LIEU-DIT   LE GRAND GERMAGNE          
LIEU-DIT   LE GRAND MILLANFROID       
LIEU-DIT   LE GRAND PATUREAU          
LIEU-DIT   GRAND PRE                  
LIEU-DIT   GRAND PRE DE LA MAISON     
LIEU-DIT   GRAND REAUX                
LIEU-DIT   LA GRANDE BRANDE           
LIEU-DIT   LA GRANDE NOUE             
LIEU-DIT   GRANDE PELURE              
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LA GRANDE TAILLE           
LIEU-DIT   LA GRANDE TERRE            
LIEU-DIT   LES GRANDES BRUYERES       
LIEU-DIT   LES GRANDES OUCHES         
LIEU-DIT   LES GRANDES PELURES        
LIEU-DIT   LES GRANDES RUES           
LIEU-DIT   LES GRANDES TAILLES        
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LES GRANDS TERRIERS        
LIEU-DIT   LE GROS BUISSON            
LIEU-DIT   LE GROS CHENE              
LIEU-DIT   LE GUE ROBIN               
LIEU-DIT   LES GUEDES                 
LIEU-DIT   LA GUIGNIERE               
LIEU-DIT   LES JACQUEMAIS             
LIEU-DIT   LES JARRIS                 
LIEU-DIT   LA JOCQUERIE               
LIEU-DIT   LE LAC                     
LIEU-DIT   LA LANDE                   
LIEU-DIT   LES LANDES                 
LIEU-DIT   LARRACHIS                  
LIEU-DIT   LES LIMAILLES              
LIEU-DIT   LA LONGUE LAUCHE           
LIEU-DIT   LA MAGDELEINE              
LIEU-DIT   LES MALVOUX                
LIEU-DIT   LES MELETS                 
LIEU-DIT   LA MERCERIE                
LIEU-DIT   LE MERISIER                
LIEU-DIT   LE MULLERIN                
LIEU-DIT   LA MILLETERIE              
LIEU-DIT   LES MILLIERS               
LIEU-DIT   MITTERAND                  
LIEU-DIT   LA MOINERIE                
LIEU-DIT   LES MOTTES                 
LIEU-DIT   NOUE BRIOU                 
LIEU-DIT   NOUE DE SOURIS             
LIEU-DIT   NOUE DES SAULES            
LIEU-DIT   NOUE DU BEUGNON            
LIEU-DIT   LA NOUE PALISSE            
LIEU-DIT   NOUE RALE                  
LIEU-DIT   LA NOUE RAMAIS             
LIEU-DIT   NOUE TREMBLE BOIS          
LIEU-DIT   L OUCHE PLAIDEE            
LIEU-DIT   LES OUSSAS                 
LIEU-DIT   LES PACAGES                
LIEU-DIT   LE PARADIS                 
LIEU-DIT   LE PARC                    
LIEU-DIT   LES PASSOIRES              
LIEU-DIT   PATURE DU GUE PICARD       
LIEU-DIT   PATUREAU DES GAILLARDS     
LIEU-DIT   LES PATUREAUX              
LIEU-DIT   LES PAUVEREAUX             
LIEU-DIT   LA PECHERIE                
LIEU-DIT   PELURE D EN BAS            
LIEU-DIT   PELURE DE LA VIGNE         
LIEU-DIT   LES PELURES                
LIEU-DIT   LE PETIT BILLOT            
LIEU-DIT   LE PETIT CARTIER           
LIEU-DIT   LE PETIT GERMAGNE          
LIEU-DIT   LE PETIT MILLANFROID       
LIEU-DIT   LE PETIT TERRIER           
LIEU-DIT   LA PETITE TAILLE           
LIEU-DIT   LES PETUZIAUX              
LIEU-DIT   LA PIECE CARREE            
LIEU-DIT   LES PIERRES                
LIEU-DIT   LE PILORY                  
LIEU-DIT   LES PISSERIES              
LIEU-DIT   LA PLACE                   
LIEU-DIT   LES PLACES                 
LIEU-DIT   PLANCHE FOURCHUS           
LIEU-DIT   LA PLURE BONJOUR           
LIEU-DIT   LES POINTES                
LIEU-DIT   LES POMMEZIOUX             
LIEU-DIT   LE PONTET                  
LIEU-DIT   PRE AU ROI                 
LIEU-DIT   PRE DE LA BERGERIE         
LIEU-DIT   PRE DE LA MAISON           
LIEU-DIT   PRE DE LA PLANCHE          
LIEU-DIT   PRE DES PATUREAUX          
LIEU-DIT   PRE DU LAC                 
LIEU-DIT   PRE DU LAITIER             
LIEU-DIT   PRE DU ROI                 
LIEU-DIT   PRE DU ROITI               
LIEU-DIT   PRE DU SAINT               
LIEU-DIT   PRE ET TAILLES DE LA FONTA 
LIEU-DIT   PRE GARNIER                
LIEU-DIT   PRES BAUDON                
LIEU-DIT   PRES DE BONNAIS            
LIEU-DIT   PRES DE L ETANG            
LIEU-DIT   LA PRESLE                  
LIEU-DIT   LA PRINQUETTE              
LIEU-DIT   LE RABILLON                
LIEU-DIT   LE RANSIS                  
LIEU-DIT   LES RAPEAUX                
LIEU-DIT   LA RENARDIERE              
LIEU-DIT   LES RENARDIERES            
LIEU-DIT   LES RENDUS                 
LIEU-DIT   LE RENFERME                
LIEU-DIT   LE RHIMBE                  
LIEU-DIT   LE RIEAU DELAS             
LIEU-DIT   LES RIOUX                  
LIEU-DIT   LES ROIS                   
LIEU-DIT   LES ROITURES               
LIEU-DIT   LES ROMPIS                 
LIEU-DIT   LES ROUETS                 
LIEU-DIT   LA ROULETTE                
LIEU-DIT   LE ROUSSEAU                
LIEU-DIT   LES ROUZEAUX               
LIEU-DIT   LA RUE NEUVE               
LIEU-DIT   LES SABLES                 
LIEU-DIT   LES SAINDOINS              
LIEU-DIT   LA SAULAT                  
LIEU-DIT   LES SENTES                 
LIEU-DIT   LA SIXIEME                 
LIEU-DIT   LES SOUILLATS              
LIEU-DIT   TAILLE BOUQUIN             
LIEU-DIT   TAILLE BRULEE              
LIEU-DIT   TAILLE CHERTIER            
LIEU-DIT   TAILLE D EN BAS            
LIEU-DIT   TAILLE D EN HAUT           
LIEU-DIT   TAILLE DE L EPINE          
LIEU-DIT   TAILLE DE L EPINETTE       
LIEU-DIT   TAILLE DE LA BROSSE        
LIEU-DIT   TAILLE DE LA CURE          
LIEU-DIT   TAILLE DE LA FONTAINE      
LIEU-DIT   TAILLE DE LA RUE CREUSE    
LIEU-DIT   TAILLE DE LAMAISON         
LIEU-DIT   TAILLE DES ARCHEVEQUES     
LIEU-DIT   TAILLE DES ETOURNEAUX      
LIEU-DIT   TAILLE DES GIRARDS         
LIEU-DIT   TAILLE DES ROIS            
LIEU-DIT   TAILLE DU BOIS             
LIEU-DIT   TAILLE DU BREUILLARD       
LIEU-DIT   TAILLE DU GUE ROUGE        
LIEU-DIT   TAILLE DU PETIT ETANG      
LIEU-DIT   TAILLE JEUNE               
LIEU-DIT   TAILLES DE BONNAIS         
LIEU-DIT   TERE DU LAC                
LIEU-DIT   LES TERRAGES               
LIEU-DIT   LES TERRAJEAUX             
LIEU-DIT   LA TERRE A BICHON          
LIEU-DIT   TERRE DE LA FONTAINE       
LIEU-DIT   TERRE DES GATIGNOLLES      
LIEU-DIT   TERRE DES OUSSAS           
LIEU-DIT   TERRE DES TROIS CHENES     
LIEU-DIT   TERRE DU BOIS              
LIEU-DIT   LA TERRE ROUGE             
LIEU-DIT   TERRES DE L ORME           
LIEU-DIT   TERRES DES GATIGNOLLES     
LIEU-DIT   TERRES DES LAUGY           
LIEU-DIT   LES TERRES NETTES          
LIEU-DIT   LES TERRES NOIRES          
LIEU-DIT   LE TREMBLAI                
LIEU-DIT   LES TREMBLES               
LIEU-DIT   TUREAU DU BOIS             
LIEU-DIT   LES TUREAUX                
LIEU-DIT   LES VALLEES                
LIEU-DIT   LES VARIETTES              
LIEU-DIT   LA VEVE                    
LIEU-DIT   LES VEVRES                 
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LA VIGNE BLONDEAU          
           ENCLOS SAINT SULPICE       
ROUTE      D HENRICHEMONT             
ALLEE      DU BOIS DES ROIS           
ROUTE      DE MERY ES BOIS            
RUE        DU PARC                    
RUE        DES ROIS                   
VTE        VIEILLE ROUTE DE MEHUN     
ROUTE      VIERZON                    
ROUTE      DE VOUZERON                
RUE        DE BEL AIR                 
ROUTE      DE BOURGES                 
RUE        LES COUPES                 
RUE        BOURSAC                    
CHEMIN     DE LA CREUSEE              
PLACE      DE L EGLISE                
CHEMIN     DES FOUGERES               
ROUTE      DE ST MARTIN D AUXIGNY     
RUE        DE L ABREUVOIR             
CHEMIN     DE LA BENOISERIE           
CHEMIN     DES DUMONTS                
CHEMIN     DES GIRARDS                
PLACE      DE LA MAIRIE               
CHEMIN     DE LA MILLETERIE           
CHEMIN     DE MEHUN SUR YEVRE         
ROUTE      DE NEUVY SUR BARANGEON     
CHEMIN     DE LA NOUE PALISSE         
PLACE      DE LA POSTE                
ROUTE      DE MEHUN                   
RUE        DU PRESBYTERE              
           commune :     ALLOUIS                        departement : CHER                          
CITE       TDF                        
LIEU-DIT   ASNIERE                    
LIEU-DIT   LES AUGERES                
LIEU-DIT   LES AVINAUX                
LIEU-DIT   BOIS DE JARRY              
LIEU-DIT   BOIS DE L ETANG            
LIEU-DIT   BOIS DE L ETANG DE LA GIRO 
LIEU-DIT   BOIS DE LA CHAPELLE        
LIEU-DIT   BOIS DE LA FOSSE DRAGON    
LIEU-DIT   BOIS DES BRUERES           
LIEU-DIT   BOIS DU GRAND DANZE        
LIEU-DIT   BOIS DU GUE BERTIN         
LIEU-DIT   BOIS DU MONTE              
LIEU-DIT   BOIS DU PETIT DANZE        
LIEU-DIT   BOIS GIRARD                
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BREAN                   
LIEU-DIT   LE BUISSON POUILLEUX       
LIEU-DIT   LES BUISSONS               
LIEU-DIT   LES BUISSONS DE L ALOUETTE 
LIEU-DIT   LES CAILLOTTES             
LIEU-DIT   LE CANAL                   
LIEU-DIT   CARROIR DE BREAN           
LIEU-DIT   CAYENNE                    
LIEU-DIT   CHAMPMARTIN                
LIEU-DIT   CHAMPS DE LA GRILLE        
LIEU-DIT   LES CHAMPS DU COLOMBIER    
LIEU-DIT   LES CHAMPS POILUS          
LIEU-DIT   CHAMPS TIBAULT             
LIEU-DIT   CHANCENAY                  
LIEU-DIT   CHATEAU DE CHANCENAY       
LIEU-DIT   CHATEAU DES FONTAINES      
LIEU-DIT   CHATEAUVERT                
LIEU-DIT   CHEMIN VERT                
LIEU-DIT   LES CHETIVES TAILLES       
LIEU-DIT   LE CLAUDI                  
LIEU-DIT   CONTREE DES MILLETRIES     
LIEU-DIT   CONTREE DES VICAIRES       
LIEU-DIT   CONTREE DES VILLEJOUX      
LIEU-DIT   LES CORNEAUX               
LIEU-DIT   COTES DU MONTE             
LIEU-DIT   LES COURTINERIES           
LIEU-DIT   CROT CAILLON               
LIEU-DIT   CROT CAILLOU               
LIEU-DIT   LE CROT MAILLARD           
LIEU-DIT   LE CROULET                 
LIEU-DIT   DANZE                      
LIEU-DIT   DOMAINE DE JARRY           
LIEU-DIT   DOMAINE DE LA FRINGALE     
LIEU-DIT   DOMAINE DE POTTE           
LIEU-DIT   LE DOMAINE NEUF            
LIEU-DIT   DOMAINES DE BABLOU         
LIEU-DIT   ETANG DE LA FOLIE          
LIEU-DIT   L ETANG DE POTTE           
LIEU-DIT   LA FONTAINE DE L AULNE     
LIEU-DIT   FORET DE L EPEAU           
LIEU-DIT   FORET DE LEPEAU            
LIEU-DIT   FORET DU RHIN DU BOIS      
LIEU-DIT   FORET RHIN DU BOIS         
LIEU-DIT   LE FOSSE BLANC             
LIEU-DIT   LA FOSSE BONDON            
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LA GRANDE PIECE            
LIEU-DIT   LA GRANDE PIECE DE BABLOU  
LIEU-DIT   LA GRANDE PIECE DE PLANTES 
LIEU-DIT   GRANDE PIECE DE PLANTESOT  
LIEU-DIT   LA GRANDE PIECE DU DOMAINE 
LIEU-DIT   GRANDE TAILLE DE LA FIOLE  
LIEU-DIT   LES GRANDES OUCHES         
LIEU-DIT   LE LARGE                   
LIEU-DIT   LE LATIER                  
LIEU-DIT   LE LATRON                  
LIEU-DIT   LA LOGE                    
LIEU-DIT   LA MAISON NEUVE            
LIEU-DIT   LA MAISON ROUGE            
LIEU-DIT   LA MAISONNEUVE             
LIEU-DIT   LES MAISONS BRULEES        
LIEU-DIT   LES MODEES                 
LIEU-DIT   LE MONTE                   
LIEU-DIT   LE MOULIN A VENT           
LIEU-DIT   MOULIN DE CHANCENAY        
LIEU-DIT   MOULIN DES FONTAINES       
LIEU-DIT   LES NOIRES                 
LIEU-DIT   LA NOUE                    
LIEU-DIT   LE NOYER COQUART           
LIEU-DIT   LES PACAGES DE BABLOU      
LIEU-DIT   LES PACAGES DE CHANCENAY   
LIEU-DIT   PACAGES DE CHANCENAY       
LIEU-DIT   LA PELURE DE POTTE         
LIEU-DIT   LES PELURES                
LIEU-DIT   LES PETITES BUCHES         
LIEU-DIT   LES PETITES CROIX          
LIEU-DIT   LES PEUPLIERES             
LIEU-DIT   LA PIERRE BERNE            
LIEU-DIT   LA PIERRE DE LU            
LIEU-DIT   LA PLAINE DE CAYENNE       
