20151101
58         NIEVRE                        
LIEU-DIT   L ECHEINTRE GADOT          
LIEU-DIT   ECHEINTE JEUNE             
LIEU-DIT   ECHEINTRE PIERRE LABRE EST 
LIEU-DIT   ECHEINTRE PIERRE LABRE OUE 
LIEU-DIT   L ECHENAUT                 
LIEU-DIT   LES EMBRUYERES             
LIEU-DIT   L ETANG                    
LIEU-DIT   ETANG DES GROSSES PIERRES  
LIEU-DIT   ETANG DES HATES            
LIEU-DIT   ETANG MATHE                
LIEU-DIT   L ETANG NEUF               
LIEU-DIT   L ETOULE DES RACINES       
LIEU-DIT   L ETOULE RENAUD            
LIEU-DIT   LES ETOULES MARNET         
LIEU-DIT   LES ETROPES                
LIEU-DIT   LES EUCLES                 
LIEU-DIT   LES FAUCHEUSES             
LIEU-DIT   LA FERRIERE                
LIEU-DIT   FETIGNY                    
LIEU-DIT   FEU BONY                   
LIEU-DIT   LES FIOLES                 
LIEU-DIT   LES FIOTTES                
LIEU-DIT   FONTAINE ANGEL             
LIEU-DIT   FONTAINE BLANCHE           
LIEU-DIT   FONTAINE GEORGES           
LIEU-DIT   FONTAINE GUBIN             
LIEU-DIT   FONTAINE LOT               
LIEU-DIT   LA FORET                   
LIEU-DIT   LA FORET RONDE             
LIEU-DIT   LES FORETS                 
LIEU-DIT   LES FORGES                 
LIEU-DIT   LA FORTELLE                
LIEU-DIT   LE FOSSE                   
LIEU-DIT   LES FOSSES                 
LIEU-DIT   LES FOUGES                 
LIEU-DIT   LA FOULQUIERE              
LIEU-DIT   LE FOURBE                  
LIEU-DIT   LES FOURNEAUX              
LIEU-DIT   LA FRAGNEAU                
LIEU-DIT   FRIGORNIER                 
LIEU-DIT   LA GARENNE                 
LIEU-DIT   GOLEREAU                   
LIEU-DIT   LA GOUTTE JEANNE           
LIEU-DIT   LE GRAND ARBRE             
LIEU-DIT   GRAND CHAMP ROND           
LIEU-DIT   GRAND CHEGNAULT            
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   GRAND REMORIN              
LIEU-DIT   LA GRANDE ECHEINTRE        
LIEU-DIT   GRANDE ECHEINTRE           
LIEU-DIT   LA GRANDE PATURE           
LIEU-DIT   LA GRANDE VENTE            
LIEU-DIT   LES GRANDES CREUSES        
LIEU-DIT   LES GRANDES ETOULES        
LIEU-DIT   LES GRANDES RAIES          
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   GRANDS MOUILLAT            
LIEU-DIT   GRANDS PRES                
LIEU-DIT   LA GRANGE BANDE            
LIEU-DIT   LA GRAVELLE                
LIEU-DIT   LES GRAVIERES              
LIEU-DIT   LA GRELE                   
LIEU-DIT   GROS BOIS                  
LIEU-DIT   LE GROS TEURAULT           
LIEU-DIT   LES GROS THERAULT          
LIEU-DIT   LES GROS THEUREAUX         
LIEU-DIT   LES GROS VERNETS           
LIEU-DIT   LES GROSSES PIERRES        
LIEU-DIT   GUE DE LA FRAGNOT          
LIEU-DIT   LES GUTTES                 
LIEU-DIT   LE GUTAS                   
LIEU-DIT   LA GUTTE DE CHARMOT        
LIEU-DIT   LES GUTTES BONIN           
LIEU-DIT   LES HAIES                  
LIEU-DIT   HAMEAU DE L ETANG DES POIS 
LIEU-DIT   LES HATES                  
LIEU-DIT   L HAUT DE PIERRE           
LIEU-DIT   LE HAUT DES CHAMPS         
LIEU-DIT   L HAUT DU CHAMP            
LIEU-DIT   HAUT MEULE                 
LIEU-DIT   HAUTES BRUYERES            
LIEU-DIT   LES ISSARDS                
LIEU-DIT   JARNOY                     
LIEU-DIT   LACHAUX                    
LIEU-DIT   LACLOUX                    
LIEU-DIT   LANTIN                     
LIEU-DIT   LE LARRE                   
LIEU-DIT   LAVAI                      
LIEU-DIT   LE MAGNY                   
LIEU-DIT   MAISON BOUCHARD            
LIEU-DIT   LES MARIERES               
LIEU-DIT   MARNAY                     
LIEU-DIT   MARTENOT                   
LIEU-DIT   LES MAZIERES               
LIEU-DIT   LA MECHANTE CHAINTRE       
LIEU-DIT   LES MECHANTS CHAMPS        
LIEU-DIT   LES MELOISSES              
LIEU-DIT   LES MENERES                
LIEU-DIT   LES MENOUILLES             
LIEU-DIT   LA MILLIERE                
LIEU-DIT   LA MINGERE                 
LIEU-DIT   MONBRIN                    
LIEU-DIT   LA MONLOSSE                
LIEU-DIT   MONT                       
LIEU-DIT   MONT BERGOU                
LIEU-DIT   MONT BOBELIN               
LIEU-DIT   MONT JAILLOT               
LIEU-DIT   MONT LOUP                  
LIEU-DIT   MONT PAQUIS                
LIEU-DIT   MONT PEROU                 
LIEU-DIT   MONT PERROUX               
LIEU-DIT   MONT SANTA                 
LIEU-DIT   MONT SOSSOT                
LIEU-DIT   MONTABOULIN                
LIEU-DIT   LES MONTERONS              
LIEU-DIT   MONTMIEN                   
LIEU-DIT   MOUILLOT LIMACON           
LIEU-DIT   LES MOUILLOTES             
LIEU-DIT   LE MOULIN DE JARLES        
LIEU-DIT   MOULIN DE LA CHAUME        
LIEU-DIT   LE MOULIN DE LA SARREE     
LIEU-DIT   LE MOULIN DE MARNAY        
LIEU-DIT   LE MOULIN NEUF             
LIEU-DIT   LE MUROT                   
LIEU-DIT   L OLLIER                   
LIEU-DIT   L ORMEAU                   
LIEU-DIT   L OUCHE DES JONCS          
LIEU-DIT   LES OUCHES                 
LIEU-DIT   LA PACAUDE                 
LIEU-DIT   LES PALLUTS                
LIEU-DIT   LA PASSONERIE              
LIEU-DIT   LE PATOUILLAT              
LIEU-DIT   PATURE DERRIERE            
LIEU-DIT   PATURE DES CHAUMES         
LIEU-DIT   PATURE DES VEAUX           
LIEU-DIT   PELLE RONDE                
LIEU-DIT   PENSIERE                   
LIEU-DIT   LA PERCHE                  
LIEU-DIT   LES PERRIERES              
LIEU-DIT   LE PETIT BEAU              
LIEU-DIT   PETITE ECHEINTRE           
LIEU-DIT   PETITE SARREE              
LIEU-DIT   PIERRE BLANCHE             
LIEU-DIT   PIERRE DES CHIENS          
LIEU-DIT   PIERRE ECRITE              
LIEU-DIT   PIERRE GAUTHIER            
LIEU-DIT   PIERRE LA DRILLE           
LIEU-DIT   PIERRE POINTE              
LIEU-DIT   PIN PIERRE                 
LIEU-DIT   LA PLACE                   
LIEU-DIT   LES PLAINES                
LIEU-DIT   LE PLATEAU                 
LIEU-DIT   LES PONTATS                
LIEU-DIT   LE PORIOT                  
LIEU-DIT   LES POSERIES               
LIEU-DIT   LA PRAIE                   
LIEU-DIT   PRE BETOUX                 
LIEU-DIT   PRE BIDEAU                 
LIEU-DIT   PRE BOIGNON                
LIEU-DIT   PRE BON                    
LIEU-DIT   PRE CARTE                  
LIEU-DIT   PRE CHATIN                 
LIEU-DIT   PRE D EN HAUT              
LIEU-DIT   PRE DE L ETANG             
LIEU-DIT   PRE DE LA COUEE            
LIEU-DIT   PRE DE LA FONTAINE         
LIEU-DIT   PRE DE LA GEUTTE           
LIEU-DIT   PRE DE LA SARREE           
LIEU-DIT   PRE DE LA VERNE            
LIEU-DIT   PRE DE RIAT                
LIEU-DIT   PRE DE VERNOT              
LIEU-DIT   PRE DERRIERE               
LIEU-DIT   PRE DES CHENES             
LIEU-DIT   PRE DES JONCS              
LIEU-DIT   PRE DES MELOISES           
LIEU-DIT   PRE DES VEAUX              
LIEU-DIT   PRE DESSOUS                
LIEU-DIT   PRE DESSUS                 
LIEU-DIT   LE PRE DEVANT              
LIEU-DIT   PRE DU CROT                
LIEU-DIT   PRE DU FOUR                
LIEU-DIT   PRE DU MILIEU              
LIEU-DIT   PRE DU PRELARD             
LIEU-DIT   PRE DU ROI                 
LIEU-DIT   PRE DU VEAU                
LIEU-DIT   PRE GELE                   
LIEU-DIT   PRE JAMBION                
LIEU-DIT   PRE JEANGUIGNAULT          
LIEU-DIT   PRE JENDION                
LIEU-DIT   LE PRE MALAT               
LIEU-DIT   PRE MANDRIN                
LIEU-DIT   PRE MORIN                  
LIEU-DIT   PRE NIOBAUX                
LIEU-DIT   LE PRE NIVEAU              
LIEU-DIT   PREDENAY                   
LIEU-DIT   LES PRELES                 
LIEU-DIT   LES PRES                   
LIEU-DIT   LES PRES BEAUX             
LIEU-DIT   PRES DE CREOURT            
LIEU-DIT   LES PRES DE L ETANG        
LIEU-DIT   PRES DES FAS               
LIEU-DIT   PRES DES LUERES            
LIEU-DIT   PRES DES VALOTTES          
LIEU-DIT   PRES SANSDENTS             
LIEU-DIT   LES PRESLES                
LIEU-DIT   LA PRET                    
LIEU-DIT   LES PRINS                  
LIEU-DIT   LES PRINTS                 
LIEU-DIT   PROVINCHE                  
LIEU-DIT   LES QUATRE VENTS           
LIEU-DIT   LES RECHATS                
LIEU-DIT   REGLOIS                    
LIEU-DIT   LES REMANES                
LIEU-DIT   LES REMETTES               
LIEU-DIT   LA REUILLASSE              
LIEU-DIT   LE REUX                    
LIEU-DIT   REVENUE DE CHAUMONT        
LIEU-DIT   ROCHE DES LOUPS            
LIEU-DIT   ROCHE MONBRIN              
LIEU-DIT   LES RONDEAUX               
LIEU-DIT   LES ROUES DU FEU           
LIEU-DIT   LES ROUGETS                
LIEU-DIT   LES ROULES                 
LIEU-DIT   RUERE                      
LIEU-DIT   LA SARREE                  
LIEU-DIT   LES LARRIERS               
LIEU-DIT   SAUSSAIE                   
LIEU-DIT   LE SOUECHA                 
LIEU-DIT   SOUS LE TRONSOY            
LIEU-DIT   SOUS LES CHENES            
LIEU-DIT   SOUS LES RAPES             
LIEU-DIT   LE TACHE                   
LIEU-DIT   LES TANNIERES              
LIEU-DIT   LA THAULAURE               
LIEU-DIT   THEURAY DE SUEZ            
LIEU-DIT   LE THEUREAU DU SCEAU       
LIEU-DIT   TORTS BOIS                 
LIEU-DIT   LES TROIS JOURNAUX         
LIEU-DIT   LES TROIS VERNES           
LIEU-DIT   SUR LE TRONSOY             
LIEU-DIT   LE TRONSOY                 
LIEU-DIT   TROPES CHARBONY            
LIEU-DIT   TULON                      
LIEU-DIT   LES TURAUX                 
LIEU-DIT   LE TUREAU                  
LIEU-DIT   VAINE DE RUERE             
LIEU-DIT   LES VALOTTES               
LIEU-DIT   VASSENOT                   
LIEU-DIT   VEAU VERGERE               
LIEU-DIT   LA VENDUE                  
LIEU-DIT   LA VENTE A CLEMENT         
LIEU-DIT   VENTE BOIGNON              
LIEU-DIT   VENTE CHARLOT              
LIEU-DIT   VENTE CHEMOT               
LIEU-DIT   VENTE COLAS                
LIEU-DIT   VENTE DES PIERRES          
LIEU-DIT   VENTE FELIN                
LIEU-DIT   LA VENTE FELIN             
LIEU-DIT   VENTE FELIN SUD            
LIEU-DIT   VENTE GAUDRY               
LIEU-DIT   VENTE LA REINE             
LIEU-DIT   VENTE LAPIQUE              
LIEU-DIT   VENTE POMMELET             
LIEU-DIT   LA VENTE TOUFLOT           
LIEU-DIT   LES VENTES                 
LIEU-DIT   VENTES FALETES             
LIEU-DIT   VENTES GOYON               
LIEU-DIT   VENTES GUINGUET            
LIEU-DIT   VENTES LA PLACE            
LIEU-DIT   VERNAPROT                  
LIEU-DIT   VERNAY BOUCHAIE            
LIEU-DIT   VERNET L HERV              
LIEU-DIT   LE VERNET                  
LIEU-DIT   LE VERNET BEURNAYE         
LIEU-DIT   LE VERNET BLANC            
LIEU-DIT   LE VERNET BOULET           
LIEU-DIT   VERNET BOUSSON             
LIEU-DIT   LE VERNET DE CHAMBOIN      
LIEU-DIT   VERNET DE GAIN             
LIEU-DIT   VERNET DE LACLOS           
LIEU-DIT   VERNET DES A               
LIEU-DIT   VERNET GAILLARD            
LIEU-DIT   LE VERNET GUENIT           
LIEU-DIT   VERNET LISSOTS             
LIEU-DIT   LES VERNETS                
LIEU-DIT   LA VERNOTE                 
LIEU-DIT   VERS LE CHAMP              
LIEU-DIT   LE VESSERY                 
LIEU-DIT   VIEILLE MEULE ROCHE        
LIEU-DIT   LES GRANDES CHAUMES        
LIEU-DIT   PRES DU PERRON             
LIEU-DIT   BOIS DE LA VIGNE           
           commune :     ALLUY                          departement : NIEVRE                        
LIEU-DIT   ANDENAS                    
LIEU-DIT   LES BARBAUX                
LIEU-DIT   LE BAS DES CHAMPS          
LIEU-DIT   LES BAUMOTTES              
LIEU-DIT   LE BEUGNON                 
LIEU-DIT   LA BISTEE                  
LIEU-DIT   LE BOIS BRULE              
LIEU-DIT   LE BOIS DE CASSION         
LIEU-DIT   LE BOIS DE L ETANG         
LIEU-DIT   BOIS DE SARRE              
LIEU-DIT   BOIS DE SEIGNE             
LIEU-DIT   BOIS MORIZOT               
LIEU-DIT   LE BOUCHOT                 
LIEU-DIT   LA BOULAINE                
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOUTEUILLE                 
LIEU-DIT   LES BROSSIONS              
LIEU-DIT   LE BUISSON ANLEZY          
LIEU-DIT   LE BUISSON DES TAUPES      
LIEU-DIT   LE BUISSON THOMAS          
LIEU-DIT   LES CANARDS                
LIEU-DIT   LES CHAGNOTS               
LIEU-DIT   LE CHAMP AUX VEAUX         
LIEU-DIT   LE CHAMP BILY              
LIEU-DIT   CHAMP DE MEULLOT           
LIEU-DIT   LE CHAMP DE SEIGNE         
LIEU-DIT   CHAMP DERRIERE             
LIEU-DIT   LE CHAMP DES ABBES         
LIEU-DIT   LE CHAMP DES ENFANTS       
LIEU-DIT   LE CHAMP DES LIMACES       
LIEU-DIT   LE CHAMP DU LONG           
LIEU-DIT   LE CHAMP DU PONT           
LIEU-DIT   LE CHAMP DU VERNE          
LIEU-DIT   LE CHAMP GRATE             
LIEU-DIT   LE CHAMP LEVE              
LIEU-DIT   LE CHAMP MAILLOT           
LIEU-DIT   LE CHAMP NOIR              
LIEU-DIT   LE CHAMP POULTIOT          
LIEU-DIT   LE CHAMP SEBOT             
LIEU-DIT   LES CHAMPS BAUGUIN         
LIEU-DIT   LES CHAMPS DE LOYOT        
LIEU-DIT   LES CHAMPS DE MARIJOT      
LIEU-DIT   LES CHAMPS DES PIERRES     
LIEU-DIT   LES CHAMPS MOUILLAUD       
LIEU-DIT   CHASSY                     
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   LE CHATENET                
LIEU-DIT   LA CHAUME                  
LIEU-DIT   LA CHAUME DE LA CROIX      
LIEU-DIT   LA CHAUME DE LA FORET      
LIEU-DIT   LA CHAUME DES POIRIERS     
LIEU-DIT   LA CHAUME PAILLARD         
LIEU-DIT   LES CHAUMES POURRIES       
LIEU-DIT   LE CHENE DU CHAMP          
LIEU-DIT   LES COMMES                 
LIEU-DIT   LA CONDEMAINE              
LIEU-DIT   LES COQUES                 
LIEU-DIT   LES CORDAS                 
LIEU-DIT   LA CREUSE                  
LIEU-DIT   LA CREUZOTTE               
LIEU-DIT   LE CROU MARTIN             
LIEU-DIT   LES CROUBLEAUX             
LIEU-DIT   LES DECREUSES              
LIEU-DIT   LE DOMAINE DE RAVISY       
LIEU-DIT   LES ECHARDS                
LIEU-DIT   EGUILLY                    
LIEU-DIT   LE FOND DE GRILLOT         
LIEU-DIT   LA FONTAINE                
LIEU-DIT   LA FONTENOTTE              
LIEU-DIT   LA FORET                   
LIEU-DIT   LA FOSSE DE BELVEAU        
LIEU-DIT   LES FOSSES                 
LIEU-DIT   FOUGERE                    
LIEU-DIT   LES FOUGERES               
LIEU-DIT   FOUGERIE                   
LIEU-DIT   LES FOUGEROLLES            
LIEU-DIT   LES GARDES                 
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LE GENET                   
LIEU-DIT   LES GENETS MAILLOT         
LIEU-DIT   LA GOICHE                  
LIEU-DIT   LA GOUTTE                  
LIEU-DIT   LE GOUTY                   
LIEU-DIT   LES GOUTYS                 
LIEU-DIT   LE GRAND BORLE             
LIEU-DIT   LE GRAND BRIGNON           
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND QUARTIER          
LIEU-DIT   LES GRANDS GENETS          
LIEU-DIT   LA GRENOUILLE              
LIEU-DIT   L HATE DE COULONGES        
LIEU-DIT   L HATE DES FILLES          
LIEU-DIT   LES HATES LORGNES LES HEUR 
LIEU-DIT   LE HAUT BOULE              
LIEU-DIT   L HUY MOREAU               
LIEU-DIT   L HUY MORLOT               
LIEU-DIT   JUSSOT                     
LIEU-DIT   LES MAROLLES               
LIEU-DIT   LES MARZILLOTS             
LIEU-DIT   MEULLOT                    
LIEU-DIT   LA MOUILLE                 
LIEU-DIT   L OMBRIOT                  
LIEU-DIT   L OUCHE DE LA CURE         
LIEU-DIT   L OUCHE NEUVE              
LIEU-DIT   LES OUFROTS                
LIEU-DIT   LE PALAIS                  
LIEU-DIT   LES PATUREAUX              
LIEU-DIT   LES PELOUSES               
LIEU-DIT   LE PETIT BOUTEUIL          
LIEU-DIT   LE PETIT BRIGNON           
LIEU-DIT   LES PILIERS                
LIEU-DIT   LE POIRIER AU LOUP         
LIEU-DIT   LE POIRIER D OIGNON        
LIEU-DIT   LE POIRIER LOYOT           
LIEU-DIT   PONT                       
LIEU-DIT   PONTSEUIL                  
LIEU-DIT   LES POTS DE VIN            
LIEU-DIT   LES PRAIRIES               
LIEU-DIT   LE PRE CHARBON             
LIEU-DIT   LE PRE DE LA MOTTE         
LIEU-DIT   LE PRE DU CHATEAU          
LIEU-DIT   LE PRE MOURILLON           
LIEU-DIT   LES PREAUX                 
LIEU-DIT   LE PRENET                  
LIEU-DIT   LES PRES AU DIABLE         
LIEU-DIT   LES PRES D EGUILLY         
LIEU-DIT   LES PRES D ELEVER          
LIEU-DIT   LES PRES DE BERDANCE       
LIEU-DIT   LES PRES DE BEUGNON        
LIEU-DIT   LES PRES DE L ETANG        
LIEU-DIT   LES PRES GRANDS            
LIEU-DIT   RABOT                      
LIEU-DIT   RAVISY                     
LIEU-DIT   LES RECULEES               
LIEU-DIT   LES ROMPES                 
LIEU-DIT   LA SARREE                  
LIEU-DIT   LE TERTRE                  
LIEU-DIT   LES TESSONGES              
LIEU-DIT   TRONSIN                    
LIEU-DIT   LE GRAND PATUREAU          
LIEU-DIT   LE CHP CARTON              
LIEU-DIT   LE CHP DE L ETANG          
LIEU-DIT   LES CRAIES                 
           commune :     AMAZY                          departement : NIEVRE                        
LIEU-DIT   LES ACACIAS                
LIEU-DIT   LES AUBEPINS               
LIEU-DIT   LA BAILLIE                 
LIEU-DIT   LA BALANGERE               
LIEU-DIT   LES BEAUBIENS              
LIEU-DIT   BIDON                      
LIEU-DIT   LE BIEZ                    
LIEU-DIT   LA BILLOTTE                
LIEU-DIT   LE BOIS BRULE              
LIEU-DIT   BOIS DU PRIEUR             
LIEU-DIT   LE BOIS GESTAT             
LIEU-DIT   LE BOIS L ANE              
LIEU-DIT   LE BOIS SEC                
LIEU-DIT   LA BORNETTE                
LIEU-DIT   LA BOUILLE                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   LES BRAUDES                
LIEU-DIT   LES BREUILS                
LIEU-DIT   LA BREVE                   
LIEU-DIT   LES BRICAUDES              
LIEU-DIT   LES BRULIS                 
LIEU-DIT   BUISSON BROTTIER           
LIEU-DIT   LE BUISSON DES DEMOISELLES 
LIEU-DIT   LE BUISSON POULET          
LIEU-DIT   LES CANOTTES               
LIEU-DIT   CATENMOUCHE                
LIEU-DIT   LES CAVARDES               
LIEU-DIT   CHALUETS                   
LIEU-DIT   LE CHAMP DE LA CHAPELLE    
LIEU-DIT   CHAMP DE LA FORGE          
LIEU-DIT   LE CHAMP DES VIGNES        
LIEU-DIT   LE CHAMP DU PUITS          
LIEU-DIT   LES CHAMPS CHAGNATS        
LIEU-DIT   LES CHAMPS DE L AVOINE     
LIEU-DIT   LES CHAMPS LAUBARDS        
LIEU-DIT   LES CHAMPS PELAUTS         
LIEU-DIT   LE CHARTICULON             
LIEU-DIT   LES CHARTYS                
LIEU-DIT   LES CHASSENOIS             
LIEU-DIT   LA CHATTE DU BLED          
LIEU-DIT   LES CHAUDOTTES             
LIEU-DIT   LA CHAUME AUX POULES       
LIEU-DIT   LA CHAUME DE LA CHAPELLE   
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LES CHAUMONS               
LIEU-DIT   LE CHENE BOITEUX           
LIEU-DIT   CHEVANNES                  
LIEU-DIT   LES CHEVRES                
LIEU-DIT   CHEVRIN                    
LIEU-DIT   LA CORNE                   
LIEU-DIT   LES CORVEES                
LIEU-DIT   LA COTE                    
LIEU-DIT   LA COTE D OYAU             
LIEU-DIT   LA COTE DES EJOUX          
LIEU-DIT   LA COTE DES PIERRES        
LIEU-DIT   LA COTE DU MONT SECRET     
LIEU-DIT   LA COTE SAINT FRANCHY      
LIEU-DIT   LA COTE SOUS CHEVANNES     
LIEU-DIT   LES COUDREES               
LIEU-DIT   LES COULEMENES             
LIEU-DIT   LES CRIOTS                 
LIEU-DIT   LES CROIX                  
LIEU-DIT   LA CROIX DE BIDON          
LIEU-DIT   LA CROIX DE BOIS           
LIEU-DIT   CROT DE SAINT LOUP         
LIEU-DIT   LE CROT Y BOUT             
LIEU-DIT   CROTY                      
