20151101
89         YONNE                         
LIEU-DIT   LE PRE AU PONT             
LIEU-DIT   LE PRE DE LA COME          
LIEU-DIT   PRE DE LA VILLE            
LIEU-DIT   PRE PIENNES                
LIEU-DIT   LES PRES HAUTS             
LIEU-DIT   RAPILLE                    
LIEU-DIT   LE REGUIN                  
LIEU-DIT   LE RENVERS                 
LIEU-DIT   LE RENVERS NORD            
LIEU-DIT   LA RIGOSSOT                
LIEU-DIT   SUR LE RUP DE GENEY        
LIEU-DIT   SANS VIGNE                 
LIEU-DIT   LE SORNOGUYOT              
LIEU-DIT   SOUS LA PEREUSE            
LIEU-DIT   SOUS LA PETITE VOSSERIE    
LIEU-DIT   SOUS LA VIGNE DE MONSIEUR  
LIEU-DIT   SOUS LA VIGNE DU SEIGNEUR  
LIEU-DIT   SOUS LES RENVERS           
LIEU-DIT   SOUS POULE YVAUT           
LIEU-DIT   SOUS ROCHE                 
LIEU-DIT   LE SOUVIARD                
LIEU-DIT   VAL COURROIE               
LIEU-DIT   VAL DU SEIGNEUR            
LIEU-DIT   VEROILLE                   
LIEU-DIT   VIGNE DU SEIGNEUR          
LIEU-DIT   VIGNES DE CHAMP LOUP       
LIEU-DIT   VIGNES DE MUGOT            
LIEU-DIT   CUSY                       
LIEU-DIT   LA VILLE                   
LIEU-DIT   SUR LA VOIE DE FULVY EST   
LIEU-DIT   SUR LA VOIE DE FULVY OUEST 
LIEU-DIT   040                        
LIEU-DIT   070                        
LIEU-DIT   DERRIERE CUSY              
RUE        DE L ARBRE                 
RUE        DES ARBRES                 
RUE        D ARGENTEUIL - CUSY        
RUE        BUGEAUD                    
ROUTE      DE CHASSIGNELLES           
RUE        DU CHATEAU                 
RUE        DU NOUVEAU CIMETIERE       
PLACE      CLERMONT TONNERRE          
RUE        DU COLLEGE                 
COUR       AU MAIRE                   
IMPASSE    DES CRAIES                 
RUE        DES CRAIES                 
RUE        DE LA CROIX MILLON         
RUE        DIANE DE POITIERS          
RUE        DES DUCS                   
RUE        DE L EGALITE               
RUE        DE L EGLISE                
RUELLE     DE L EGLISE                
PLACE      DE L EGLISE                
RUE        DES FOSSES                 
RUE        DU FOUR                    
RUE        DE LA GARE - CUSY          
CHEMIN     DE LA GARENNE              
RUE        DE LA GARENNE              
ROUTE      DE GLAND                   
GR         GRANDE RUE                 
RUE        HAUTE                      
RUE        DU HAUT                    
RUE        DE LA LIBERTE              
RUE        LOUVOIS                    
RUE        DE LA MQSE DE SEVIGNE      
RUE        AUX MOINES - CUSY          
RUE        DE LA MILLETTE             
PLACE      DU MONUMENT                
RUE        DES NODIOTS                
CHEMIN     NOIR                       
ROUTE      DE PARIS                   
RUE        DE PARIS                   
ROUTE      DE PIMELLES                
RUE        DE LA POTERNE              
RUE        DE LA RENAISSANCE          
RUELLE     DES RIVERAINS              
CHEMIN     DE RONDE                   
RUELLE     DE LA TOUR                 
           commune :     ANCY LE LIBRE                  departement : YONNE                         
LIEU-DIT   ADROIT DE BEAUMONT         
LIEU-DIT   ADROIT DE VAUX MARIEN      
LIEU-DIT   L ARDILLIERS               
LIEU-DIT   LES ASQUENETS              
LIEU-DIT   BEAU PERTHUIS              
LIEU-DIT   EN BEUGNE                  
LIEU-DIT   BEUGNE                     
LIEU-DIT   SUR LE BOIS DE BEUGNE      
LIEU-DIT   LE BOIS DE RUE             
LIEU-DIT   BOIS DES QUATRE ARPENTS    
LIEU-DIT   BOIS LE RUE                
LIEU-DIT   LE BUISSON MADELEINE       
LIEU-DIT   LES CANUTERRES             
LIEU-DIT   LES CARREAUX               
LIEU-DIT   LE CHAMP DU PROCES         
LIEU-DIT   CHAMPS PRINS               
LIEU-DIT   LA CHARBONNIERE            
LIEU-DIT   CHEMIN D ANCY              
LIEU-DIT   CHEMIN DE BEAUMONT         
LIEU-DIT   CHEMIN DE GLAND            
LIEU-DIT   LES CHENES BOLOIS          
LIEU-DIT   CHENEVIERE DE MEUNIOTTE    
LIEU-DIT   CHENEVIERE DU CHEM ARGENTE 
LIEU-DIT   LES COMMUNES               
LIEU-DIT   CORBEES JEANNEES           
LIEU-DIT   COTE DE CHATILLON          
LIEU-DIT   COTE DE MORT FONTAINE      
LIEU-DIT   COTE DU PRIEUR             
LIEU-DIT   COTE MARION                
LIEU-DIT   LES CRAIS                  
LIEU-DIT   LA CREUSE                  
LIEU-DIT   LES CROISETTES             
LIEU-DIT   LA CROIX DU FOURRIER       
LIEU-DIT   LE CROUT DE LA BIQUE       
LIEU-DIT   CROUT DE VAUX GUIOUT       
LIEU-DIT   LA CRUSOTTE                
LIEU-DIT   CUL DE VIEILLE             
LIEU-DIT   CUREGNE                    
LIEU-DIT   DERRIERE LE VAUX FORTUNE   
LIEU-DIT   LE DESSUS DE CHANOY        
LIEU-DIT   DESSUS DE LA CREUSE        
LIEU-DIT   LE DESSUS DE NOIRVEAU      
LIEU-DIT   DEVANT DES VAUX DES RAVES  
LIEU-DIT   DEVANT DU FAYS             
LIEU-DIT   DEVANT L ISLE              
LIEU-DIT   DEVANT LES MARTELOTS       
LIEU-DIT   DEVANT LES VAUX DES RAVES  
LIEU-DIT   LE DOUAR                   
LIEU-DIT   ENVERS DE BEAUMONT         
LIEU-DIT   ENVERS DE FEURSELLE        
LIEU-DIT   ENVERS DE LA PREUSE        
LIEU-DIT   ENVERS DE VAUX GUIOUT      
LIEU-DIT   ENVERS DE VAUX MARIEN      
LIEU-DIT   FAIGENOUX                  
LIEU-DIT   LE FAYS NORD               
LIEU-DIT   LE FAYS SUD                
LIEU-DIT   FEURSELLE                  
LIEU-DIT   LE FOND DE CUREGNE         
LIEU-DIT   GALLE BREBIS               
LIEU-DIT   LA GRANDE BORNE            
LIEU-DIT   GRANDES BROSSES            
LIEU-DIT   LES HAUTES FORETS          
LIEU-DIT   LA HAYE DE BEUGNE          
LIEU-DIT   L HERBUE AU FOIN           
LIEU-DIT   LES HERBUELLES             
LIEU-DIT   LES HERBUOTTES             
LIEU-DIT   LES HUEES                  
LIEU-DIT   L ISLE SUR LE GUE          
LIEU-DIT   LEVEE DE CESAR             
LIEU-DIT   LES LONGUES RAIES          
LIEU-DIT   LES MARTELOTS              
LIEU-DIT   LE MOULIN                  
LIEU-DIT   NOIRVEAU                   
LIEU-DIT   LA NOUE                    
LIEU-DIT   LE NOYER MICHEL PAIN       
LIEU-DIT   PENTAGOUSSE                
LIEU-DIT   LES PETITES BROSSES        
LIEU-DIT   LES PETITES LAMES          
LIEU-DIT   LA POCHE                   
LIEU-DIT   POIRIER CADET              
LIEU-DIT   PRE DE L ISLE              
LIEU-DIT   PRE LARDON                 
LIEU-DIT   LA PRERE                   
LIEU-DIT   LES PRES D ORGES VAUX      
LIEU-DIT   LA PREUSE                  
LIEU-DIT   LES QUATRE ARPENTS         
LIEU-DIT   RAPILLE                    
LIEU-DIT   REPLAT DES PLANTES         
LIEU-DIT   REPLAT DU TARTRE           
LIEU-DIT   LA SAULVIE                 
LIEU-DIT   SENTIER DE BAN             
LIEU-DIT   SENTIER DE BEAU            
LIEU-DIT   LA TANNIERE                
LIEU-DIT   TANTELIN                   
LIEU-DIT   LE TARTRE                  
LIEU-DIT   TETE DE L ECLUSE           
LIEU-DIT   LE TREMBLAY                
LIEU-DIT   LA TREMBLEE D ANGUINS      
LIEU-DIT   LES TROIS NOYERS           
LIEU-DIT   SUR LE VAL ROUGE           
LIEU-DIT   LE VAL ROUGE               
LIEU-DIT   VALLE LES TROUS            
LIEU-DIT   LA VAU SELLE               
LIEU-DIT   LES VAUX BERTHIERS         
LIEU-DIT   VAUX DE BOUJU              
LIEU-DIT   VAUX FORTUNE               
LIEU-DIT   VAUX FRIOTS                
LIEU-DIT   LES VAUX GUINS             
LIEU-DIT   VAUX GUIOUT                
LIEU-DIT   VAUX RENARD                
LIEU-DIT   LES VAUX ROUSSEAUX         
LIEU-DIT   LA VAUX SELLE              
LIEU-DIT   VAUX VIEILLE ARME          
LIEU-DIT   VAUX VIEILLE ORME          
LIEU-DIT   VAUX VIMBERT               
LIEU-DIT   VIGNES DES PLANTES         
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LES VROTTES DE BEUGNE      
LIEU-DIT   LES ZUEES                  
ROUTE      D'ANCY LE FRANC            
ROUTE      D ARGENTENAY               
RUE        BASSE                      
CHEMIN     DE BEAUMONT                
RUE        BETROCHE                   
CHEMIN     DU CHANOY                  
RUE        DE LA CORVEE               
RUE        DE L EGLISE                
CHEMIN     DU FAUBOURG                
CHEMIN     DE FEURCELLE               
RUE        DE LA FONTAINE             
GR         GRANDE RUE                 
CHEMIN     DU HAUT DES HERBUELLES     
RUE        DES MEUGNOTTES             
RUE        DU MOULIN                  
RUELLE     NOIROT                     
ROUTE      DE PACY                    
PTR        PETITE RUE                 
ROUTE      DE PIMELLES                
CHEMIN     DES PLANTES                
CHEMIN     DE POCHE                   
RUE        DU ROCHER                  
PLACE      ST JOSEPH                  
CHEMIN     DE STIGNY                  
           commune :     ANDRYES                        departement : YONNE                         
LIEU-DIT   L ALLEMANDRIE              
LIEU-DIT   LES ALLUMETTES             
LIEU-DIT   LES ANTES                  
LIEU-DIT   LES ARCHIES                
LIEU-DIT   LES BABLEES                
LIEU-DIT   LA BECASSE                 
LIEU-DIT   LE PETIT BOIS BLANC        
LIEU-DIT   BOIS CHEVALIER             
LIEU-DIT   BOIS COMMUNAUX D ANDRYES   
LIEU-DIT   BOIS COMMUNAUX DE FERRIERE 
LIEU-DIT   BOIS COMMUNAUX DE FONTENAI 
LIEU-DIT   BOIS DE LA BROSSE          
LIEU-DIT   BOIS DE LA FONTAINE        
LIEU-DIT   BOIS DE LA GRENETERIE      
LIEU-DIT   BOIS DE LA MAISON FORT     
LIEU-DIT   BOIS DE LA MIGNIERE        
LIEU-DIT   BOIS DE LEZ                
LIEU-DIT   BOIS DES GATINES           
LIEU-DIT   BOIS DES GAUDETS           
LIEU-DIT   BOIS DU MAGNY              
LIEU-DIT   BOIS DU PARC               
LIEU-DIT   BOIS GIBERT                
LIEU-DIT   LA BOISSELAUDE             
LIEU-DIT   LE BON PRE                 
LIEU-DIT   LES BOUCHIES               
LIEU-DIT   LA BREGEOIRE               
LIEU-DIT   LES BUFFIERES              
LIEU-DIT   BUISSON AU LOUP            
LIEU-DIT   BUISSON BOULEAU            
LIEU-DIT   BUISSON D EN BAS           
LIEU-DIT   BUISSON DE LA CHEVRE       
LIEU-DIT   LE BUISSON DE LA FERMIERE  
LIEU-DIT   BUISSON DE LA FINETTE      
LIEU-DIT   BUISSON DE LA MESSE        
LIEU-DIT   BUISSON DE LA VACHE        
LIEU-DIT   BUISSON DES PRESIDENTS     
LIEU-DIT   BUISSON DUDOT              
LIEU-DIT   BUISSON GALARY             
LIEU-DIT   BUISSON GAUDRILLON         
LIEU-DIT   BUISSON JACBELIN           
LIEU-DIT   BUISSON ROUSSEAU           
LIEU-DIT   LA CABARNE                 
LIEU-DIT   CHAMP DE LA PUCE           
LIEU-DIT   CHAMP DE LA SABLONNIERE    
LIEU-DIT   CHAMP DE SUR LE MOULIN     
LIEU-DIT   CHAMP DU BOIS              
LIEU-DIT   CHAMP DU PRE               
LIEU-DIT   CHAMPS CAGNEAUX            
LIEU-DIT   CHAMPS CHUGUES             
LIEU-DIT   CHAMPS DE LA FONTAINE      
LIEU-DIT   CHAMPS DE LA SABLONNIERE   
LIEU-DIT   CHAMPS DE LA SARTIE        
LIEU-DIT   CHAMPS DE MEUZY            
LIEU-DIT   CHAMPS DES CORDES          
LIEU-DIT   CHAMPS DES MURS            
LIEU-DIT   CHAMPS GODARD              
LIEU-DIT   CHAMPS MITREE              
LIEU-DIT   LES CHAMPS PAQUANTS        
LIEU-DIT   CHAMPS SOLVINS             
LIEU-DIT   LES CHAMPS TAILLES         
LIEU-DIT   CHATEAU GAILLARD           
LIEU-DIT   LES CHAUMES                
LIEU-DIT   CHAUMES DES CALONS         
LIEU-DIT   CHAUMES DU CHEM DES RIBOUR 
LIEU-DIT   CHAUMES GALAFRE            
LIEU-DIT   CHEMIN BLANC               
LIEU-DIT   CHEMIN D AUXERRE           
LIEU-DIT   CHEMIN DE BLIN             
LIEU-DIT   CHEMIN DE CLAMECY          
LIEU-DIT   CHEMIN DE L ERABLE         
LIEU-DIT   CHENE BRULE                
LIEU-DIT   CLOS TARTERAT              
LIEU-DIT   COTAT BON JEAN             
LIEU-DIT   COTAT DE RAGOUT            
LIEU-DIT   COTAT FRINGANT             
LIEU-DIT   COTAT MORIN                
LIEU-DIT   LES COTATS                 
LIEU-DIT   COTAVRE DE GUYOT           
LIEU-DIT   LA COTE                    
LIEU-DIT   COTE BRIVARD               
LIEU-DIT   COTE D OR                  
LIEU-DIT   COTE FROIDE                
LIEU-DIT   LA COTE MANSIENNE          
LIEU-DIT   LES COUDREES               
LIEU-DIT   LES COUDRES AUX GEOFFROYS  
LIEU-DIT   LES CRALATINS              
LIEU-DIT   LES CRIOTS                 
LIEU-DIT   CROIX DE LA PELLETTE       
LIEU-DIT   CROT NATIN                 
LIEU-DIT   LE CROTOT                  
LIEU-DIT   DERRIERE LE TENOT          
LIEU-DIT   DESSOUS LES COTATS         
LIEU-DIT   LES DONGEES                
LIEU-DIT   FERRIERES                  
LIEU-DIT   FOND DE NID                
LIEU-DIT   FOND DES HANTES            
LIEU-DIT   FOND DU MAGNY              
LIEU-DIT   FONTENAILLES               
LIEU-DIT   FORET NARDIN               
LIEU-DIT   LES FORETS                 
LIEU-DIT   LES FOURNEAUX              
LIEU-DIT   LES GATINES                
LIEU-DIT   LES GLANNERIES             
LIEU-DIT   GRAND BUISSON              
LIEU-DIT   LE GRAND PRE               
LIEU-DIT   LA GRANDE CHAUME           
LIEU-DIT   GRANDE HERBE ROUGE         
LIEU-DIT   GRANDE NOUE DE L EGLISE    
LIEU-DIT   GRANDE SARTIE COLAS        
LIEU-DIT   GRANDE VALLEE              
LIEU-DIT   LES GRANDES CHENEVIERES    
LIEU-DIT   GRANDS FOURNEAUX           
LIEU-DIT   LES GRANDS GENIEVRES       
LIEU-DIT   LES GRANDS TAILLIS         
LIEU-DIT   LES GRAPILLONS             
LIEU-DIT   GRATTE CHIEN               
LIEU-DIT   LA GRENETERIE              
LIEU-DIT   LE GROS BUISSON            
LIEU-DIT   LES GROSSES TERRES         
LIEU-DIT   GUE DES PIERRES            
LIEU-DIT   LES GUERDELLERIES          
LIEU-DIT   LES HATES                  
LIEU-DIT   LES MAHUYERS               
LIEU-DIT   LES MALPIERRES             
LIEU-DIT   MERGER AU ROI              
LIEU-DIT   LA MIGNIERE                
LIEU-DIT   LE MILLERY                 
LIEU-DIT   MOULIN POINCON             
LIEU-DIT   LES NEUF ARPENTS           
LIEU-DIT   LES NODEZ                  
LIEU-DIT   LA NOUE AUX ROCS           
LIEU-DIT   LA NOUE DE LA COMMUNE      
LIEU-DIT   NOYER AUX REINES           
LIEU-DIT   LES OUCHES                 
LIEU-DIT   LA PERRIERE                
LIEU-DIT   LES PETITES AUBUES         
LIEU-DIT   PETITES LIMES              
LIEU-DIT   LES PETITS VAUX            
LIEU-DIT   PIECE DE CREJOT            
LIEU-DIT   PIECE DE LA CHAPELLE       
LIEU-DIT   LA PIECE DES GATINES       
LIEU-DIT   PIECE DES MURGETS          
LIEU-DIT   PIECE DES NOYERS           
LIEU-DIT   PIECE DES ORMES            
LIEU-DIT   PIECE DES POIRIERS         
LIEU-DIT   LA PIECE DU CHATEAU        
LIEU-DIT   LA PIECE DU MOULIN         
LIEU-DIT   PLACE VERTE                
LIEU-DIT   LA POTANCE                 
LIEU-DIT   PRAY LAU                   
LIEU-DIT   PRES DE FONTENAILLES       
LIEU-DIT   LA PROCURERIE              
LIEU-DIT   QUEUE DE CHARNY            
LIEU-DIT   SUR RAGOUT                 
LIEU-DIT   LES RAILLIS                
LIEU-DIT   LES REMOUILLIERES          
LIEU-DIT   LA RETRAITE                
LIEU-DIT   LES REVIGNOTTES            
LIEU-DIT   LES RIBOURDOIS             
LIEU-DIT   LA ROCHELLE                
LIEU-DIT   LES ROCHES                 
LIEU-DIT   LES ROMPIES                
LIEU-DIT   LA ROUESSE                 
LIEU-DIT   LES ROUSSIOTTES            
LIEU-DIT   RUE DE COURSON             
LIEU-DIT   RUE DES CHARMES            
LIEU-DIT   RUE DES MORTS              
LIEU-DIT   RUE MESSY LAURENT          
LIEU-DIT   LES RUISSEAUX              
LIEU-DIT   SABLONNIERE                
LIEU-DIT   SAINT-MARC                 
LIEU-DIT   LES SOILLES                
LIEU-DIT   SOUS LA COTE BRIVARD       
LIEU-DIT   SOUS LA RETRAITE           
LIEU-DIT   SOUS LA ROCHE              
LIEU-DIT   SOUS LA VALLEE TISSEE      
LIEU-DIT   SOUS LE BOIS DE LEZ        
LIEU-DIT   SOUS LES GRANDES CHENEVIER 
LIEU-DIT   SOUS LES VIGNES D ANDRYES  
LIEU-DIT   SOUS RAGOUT                
LIEU-DIT   LE TENOT                   
LIEU-DIT   TERRES DE LA BROSSE        
LIEU-DIT   TERRES DE MAISON FORT      
LIEU-DIT   TERRES DU BOIS BLANC       
LIEU-DIT   LES TREMBLES               
LIEU-DIT   LA TUILERIE                
LIEU-DIT   LES TUREES                 
LIEU-DIT   USAGES DE LA MAISON FORT   
LIEU-DIT   VALLEE ANDRIEUX            
LIEU-DIT   VALLEE BRIDARD             
LIEU-DIT   VALLEE CHEVALLIER          
LIEU-DIT   VALLEE CORNOY              
LIEU-DIT   VALLEE DE SAINT AUBIN      
LIEU-DIT   VALLEE DES BOUCS           
LIEU-DIT   LA VALLEE DES CIEUX        
LIEU-DIT   VALLEE DES FOINS           
LIEU-DIT   VALLEE DU CHENE            
LIEU-DIT   VALLEE DU PUITS            
LIEU-DIT   VALLEE GAUILLON            
LIEU-DIT   VALLEE GRAMAIN             
LIEU-DIT   VALLEE TISSEE              
LIEU-DIT   LE VAU                     
LIEU-DIT   VAU JEANNOT                
LIEU-DIT   VAUGRENOUILLE              
LIEU-DIT   VAUPITTON                  
LIEU-DIT   LES VAUX D OISY            
LIEU-DIT   LES VAUX HOUILLES          
LIEU-DIT   LA VIEILLE COTE            
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LES VIGNES                 
LIEU-DIT   VIGNES D ANDRYES           
LIEU-DIT   VIGNES DE LA JUSTICE       
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VILLECHAUME                
LIEU-DIT   VILLEPRENOY                
LIEU-DIT   VILLESAVOIE                
LIEU-DIT   LES VORGEAUX               
RUE        DE L ABREUVOIR             
RUE        DE BILLY                   
RUE        DU CARRE                   
RUE        DES CHAMPS CHEVAUX         
RUE        DES CHAMPS SOLVINS         
RUE        DE LA CHAPELLE             
RUE        DE LA CITERNE              
RUE        DU CHATEAU D'EAU           
RUE        DE LA COTE                 
RUE        DE LA CROIX AUX MOINES     
RUE        DE LA CROIX DE SAINT MARC  
RUE        DE LA CROIX LA PELETTE     
ROUTE      DE DRUYES                  
RUE        DE DRUYES                  
RUE        DE L'EGLISE                
ROUTE      D'ETAIS                    
RUE        DE FERRIERES               
ROUTE      DE LA FONTAINE             
RUE        GASSEAUX                   
GR         GRANDE RUE                 
RUE        DES GRANDES CHENEVIERES    
RUE        DE LA LEVEE                
PLACE      DE LA LIBERTE              
PLACE      DE LA MAIRIE               
RUE        DE LA MAIRIE               
IMPASSE    DE LA MARE                 
RUE        DES MORTS                  
