20151101
07         ARDECHE                       
CHEMIN     DES CLOUPIERS              
CHEMIN     DE LA CLE DU SAC           
CHEMIN     DE COMBIER                 
CHEMIN     DE LA COUTELLE             
CHEMIN     DE LA COMBE                
CHEMIN     DE LA CHAUSSIERE           
ROUTE      DE CHIR BLANC              
IMPASSE    DE CHAUDIS                 
ROUTE      CHALEM DE MARS             
ROUTE      DE CHAMARAS                
CHEMIN     DES ECOLIERS               
RUE        DE LA CALADE               
           QRT DE L EGLISE            
RUE        DE L ENCLOS                
CHEMIN     DE L ESCLOPIER             
PASSERELLE DES ECOLES                 
IMPASSE    DE L'ESCLOPIER             
CHEMIN     DE LA FONTAINE MERVEILLEU  
CHEMIN     DE FONTGRAND               
ROUTE      DE FONTGRAND               
RUE        DU FOUR                    
CHEMIN     DE FOURNIERE               
RUE        DU FOURNIL                 
ESC        DU FOURNIL                 
GR         GRANDE RUE                 
CHEMIN     DE LA GRANGETTE            
MTE        DE LA GRANGETTE            
CHEMIN     DE GREYLAS                 
RUE        DE GREYLAS                 
PLACE      DU GUE                     
RUE        DU GUE                     
CHEMIN     DE HTE VANEILLE            
PASSERELLE DE HAUTE VANEILLE OUEST    
PASSERELLE DE HAUTE VANEILLE EST      
RUE        DES JARDINS                
CHEMIN     DE LAUZAS                  
PASSERELLE DU LAVOIR                  
IMPASSE    DU LAVOIR                  
RUE        DU LAVOIR                  
CHEMIN     DE LEMPS                   
CHEMIN     DE LEMPS A ROCHESSAUVE     
ROUTE      DE LEMPS                   
RUE        DE LOHOUZINE               
CHEMIN     DE LOUS ESCLOS             
PLACE      DE LA MAIRIE               
RUE        DE LA MAIRIE               
RUE        DU MERDERIE                
RUE        DES METIERS                
CHEMIN     DU MOULIN                  
CHEMIN     DU PARISIEN                
RUE        PAVEE                      
ROUTE      DE LA PLAINE               
CHEMIN     DE LA PLAINE               
PASSERELLE DES PLATANES               
PLACE      DE LA POSTE                
ROUTE      DE PONTILLARD              
RUE        DU PUITS                   
CHEMIN     DE RAGEASSE                
CHEMIN     DE LA ROCHE                
RUE        DE LA RAMPE                
ROUTE      DE ROCHESSAUVE             
CAR        DE ROSE A PAYRE            
CHEMIN     DE ROSE A PAYRE            
RUE        ROYALE                     
RUE        DU RUISSEAU                
IMPASSE    DU TORRENT                 
CHEMIN     DE LA TOUR                 
RUE        DE LA TRAVERSE             
CHEMIN     DE VANEILLE                
ROUTE      DES VERONNES               
CHEMIN     DES VERONNES               
CHEMIN     DE VERUNE                  
           QRT DU VIADUC              
IMPASSE    DE VERUNE                  
IMPASSE    DE LA VOUTE                
           commune :     ANDANCE                        departement : ARDECHE                       
HLM        LES PEUPLIERS              
           LOTISSEMENT LES CLOTS      
LIEU-DIT   LES ABEALORS               
LIEU-DIT   L AILLON                   
LIEU-DIT   BEAUREGARD                 
LIEU-DIT   LE BESSET                  
LIEU-DIT   BLACIEUX                   
LIEU-DIT   BOIS DE BIENNIER           
LIEU-DIT   BOIS DE ROCHE              
LIEU-DIT   LES BRUYERES               
LIEU-DIT   LES CAILLEES               
LIEU-DIT   CANCE                      
LIEU-DIT   CANCETTE                   
LIEU-DIT   CANSARD                    
LIEU-DIT   CANTIEUX                   
LIEU-DIT   CHATEAU MOREL              
LIEU-DIT   LE CHATELET                
LIEU-DIT   CHAUVET                    
LIEU-DIT   CHIFOURY                   
LIEU-DIT   LES CLOS                   
LIEU-DIT   LES COTES                  
LIEU-DIT   LA COUTEYRE                
LIEU-DIT   LA CROISETTE               
LIEU-DIT   CUEIL                      
LIEU-DIT   LES ESSARTS                
LIEU-DIT   L ETRA                     
LIEU-DIT   FLEURY                     
LIEU-DIT   LA GOULLE                  
LIEU-DIT   LA GRANDE ILE BAYARD       
LIEU-DIT   LES GRANDS CHAMPS          
LIEU-DIT   GRASSET                    
LIEU-DIT   LES ILES                   
LIEU-DIT   LAPEYROUSE                 
LIEU-DIT   MALATERRE                  
LIEU-DIT   MONTALIVET                 
LIEU-DIT   LA MOTTE                   
LIEU-DIT   MOURACHAT                  
LIEU-DIT   LES PALES                  
LIEU-DIT   LES PARDOULES              
LIEU-DIT   LES PECHES                 
LIEU-DIT   LES RIOUX                  
LIEU-DIT   LES RIVOIRES               
LIEU-DIT   SAINT BOSC                 
LIEU-DIT   LA SARRAZINIERE            
LIEU-DIT   LES SAUZETS                
LIEU-DIT   LES SIZES                  
LIEU-DIT   SOUS LA COTE               
LIEU-DIT   TERRES LONGUES             
LIEU-DIT   LES TRAVERSES              
LIEU-DIT   LA TRENIERE                
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   MONTEE DES 3 CROIX         
LIEU-DIT   SAINT CLAIR                
LIEU-DIT   LA GARE                    
LIEU-DIT   PAS DE LA BASCULE          
PASSAGE    DE LA BASCULE              
MTE        DES 3 CROIX                
CHEMIN     DE BAYARD GRIS             
ROUTE      D ANNONAY                  
CHEMIN     DE BEAUREGARD              
PASSAGE    DE LA BASCULE              
CHEMIN     DE CANSARD                 
RUE        DE CANSARD                 
CHEMIN     DE CANTIEUX                
RUE        CENTRALE                   
CHEMIN     DES CHAUVETS               
RUE        DU CIMETIERE               
PLACE      DU CLOITRE                 
RUE        DES CLOTS                  
CHEMIN     DU CREUX                   
CHEMIN     DE CUEIL                   
CHEMIN     DE CUEIL BIS               
CHEMIN     D ECOLONGES                
PLACE      DE L EGLISE                
PASSAGE    DE L HOPITAL               
RUE        DE L HOPITAL               
CHEMIN     DE L ILE DE BAYARD         
RUE        DES JARDINS                
PLACE      MAXIME CHANTIER            
ROUTE      NATIONALE 86               
RUE        NEUVE                      
CHEMIN     DES PALES                  
IMPASSE    DU PAVE                    
RUE        DES PAVES                  
RUELLE     DE LA PLACE                
RUE        DE LA POSTE                
RUE        DU PUITS                   
PLACE      DES RAVELLINS              
RUE        DU RAVELIN                 
RUE        QUAI DU RHONE              
RUE        DU RHONE                   
CHEMIN     DES RIOUX                  
CHEMIN     DE ST BOSC                 
ROUTE      DU SAINT JOSEPH            
RUE        DE SIZE                    
CHEMIN     DE TALENCIEUX              
RUE        DU THORRENCON              
RUE        DES TOURS                  
RUE        DE LA VILLE                
AVENUE     DE BEAUCAIRE               
RUE        DES ECOLES                 
IMPASSE    DES LILAS                  
IMPASSE    DU SOLEIL                  
CHEMIN     DES ABRICOTIERS            
IMPASSE    DES ACACIAS                
CHEMIN     DE LA BALME                
CHEMIN     DE LA BARRERE              
CHEMIN     DES BERGES                 
CHEMIN     BOIS DE BIENNIER           
CHEMIN     BOIS DE ROCHE              
IMPASSE    DU CANAL                   
IMPASSE    DE CANCE                   
IMPASSE    DE CANCETTE                
CHEMIN     DE LA COMBE                
CHEMIN     COTE DE MONTALIVET         
CHEMIN     DU COTEAU                  
CHEMIN     DE CUEIL MOURACHAT         
IMPASSE    DE L'ECOUTAY               
ALLEE      DE L'ETRA                  
IMPASSE    DE GRASSET                 
CHEMIN     DE LACHA                   
RUE        DU LT COLONEL MEYRAND      
CHEMIN     DE MARINETTE               
IMPASSE    DE LA MATHIEUSE            
CHEMIN     DE LA PASSERELLE           
CHEMIN     DES PECHES                 
CHEMIN     DES PEUPLIERS              
ROUTE      RD 82                      
ROUTE      RD 86                      
ALLEE      DU ROCHER                  
IMPASSE    DE LA ROSERAIE             
IMPASSE    DU RUISSEAU                
IMPASSE    DE SAINT BARAL             
ALLEE      DE LA SOURCE               
ROUTE      DE TALENCIEUX              
CHEMIN     DU TORRENSON               
CHEMIN     DE LA TRENIERE             
CHEMIN     DE VALOUX                  
CHEMIN     DES VIGNES                 
ROUTE      ZA LES SAUZETS             
CHEMIN     DE GRASSET                 
           commune :     ANNONAY                        departement : ARDECHE                       
VGE        ARDECHOIS                  
           MONTMIANDON LA COLLINE     
           FOND CHEVALIER LES PEUPLIE 
VGE        ARDECHOIS II               
LOT        DE BEAUREGARD              
VGE        VIVAROIS                   
VGE        VIVAROIS II                
           SOURCES DU MIANDON I       
VGE        VIVAROIS III               
           SOURCE DU MIANDON II       
RESIDENCE  SURVILLE                   
QUA        DU ZODIAQUE RIPAILLE       
           DOMAINE DE LA GARE         
LIEU-DIT   LES AYGAS                  
LIEU-DIT   LA BARAQUE                 
LIEU-DIT   BARAY                      
LIEU-DIT   BERNAUDIN LE HAUT          
LIEU-DIT   LES BARRAQUES              
LIEU-DIT   BEAU REGARD                
LIEU-DIT   LES BEAUMES                
LIEU-DIT   BEL AIR                    
LIEU-DIT   BISE                       
LIEU-DIT   BLACHE DES SEUX            
LIEU-DIT   LA BORNETTE                
LIEU-DIT   BOUCIEU                    
LIEU-DIT   BRAMEFAN                   
LIEU-DIT   CALIFORNIE                 
LIEU-DIT   LE CANTONNIER              
LIEU-DIT   CHAMIEUX                   
LIEU-DIT   CHAMP JOUVET               
LIEU-DIT   CHAMPGURIN                 
LIEU-DIT   CHAMPLONG                  
LIEU-DIT   CHAMPLONG OUEST            
LIEU-DIT   CHAPUZE                    
LIEU-DIT   CHARBOUTE                  
LIEU-DIT   CHARMENTON                 
LIEU-DIT   CHARNAS                    
LIEU-DIT   CHATELARD                  
LIEU-DIT   CHATINAIS                  
LIEU-DIT   CHATINAIS LE VIEUX         
LIEU-DIT   LA CHAUX                   
LIEU-DIT   CHAZALET                   
LIEU-DIT   COLOMBIER                  
LIEU-DIT   LA COMBE DU PRIEURE        
LIEU-DIT   COMBE LANGE                
LIEU-DIT   LES CORDELIERS             
LIEU-DIT   CORMIEU                    
LIEU-DIT   CORNAS                     
LIEU-DIT   LA COTE                    
LIEU-DIT   COUFFI                     
LIEU-DIT   LA CROISETTE               
LIEU-DIT   CROIX DE FER               
LIEU-DIT   CROIX DE LHEAUME           
LIEU-DIT   LA CROIX DE MISSIONS       
LIEU-DIT   CROIX ROUGE                
LIEU-DIT   CROS BARLET                
LIEU-DIT   CROS DU MURIER             
LIEU-DIT   DECHARGEVIN NORD           
LIEU-DIT   DECHARGEVIN SUD            
LIEU-DIT   DEOMAS                     
LIEU-DIT   LES EYGAS                  
LIEU-DIT   LES FAILLERS               
LIEU-DIT   FOND CHEVALIER             
LIEU-DIT   LA FONTAINE DE VISSENTY NO 
LIEU-DIT   LA FONTAINE DE VISSENTY SU 
LIEU-DIT   LES GENETS                 
LIEU-DIT   LES GONNOTTES              
LIEU-DIT   LES GRAILLES               
LIEU-DIT   GRAND MURIER               
LIEU-DIT   GRANGENEUVE                
LIEU-DIT   GROSBERTY                  
LIEU-DIT   HAM DE BOUCIEU             
LIEU-DIT   HAM DE CHATINAIS           
LIEU-DIT   LE HAUT DE LA CROIZETTE    
LIEU-DIT   LACHAUD DE VISSENTY        
LIEU-DIT   LARIE                      
LIEU-DIT   LARJALET                   
LIEU-DIT   LAS FINAS                  
LIEU-DIT   LES MAILLES                
LIEU-DIT   MARENTON                   
LIEU-DIT   MARET                      
LIEU-DIT   MARMATY                    
LIEU-DIT   MARTINON                   
LIEU-DIT   MARTOURET                  
LIEU-DIT   LE MAS                     
LIEU-DIT   LA MASSE                   
LIEU-DIT   MAUVENT                    
LIEU-DIT   MIRECOULY                  
LIEU-DIT   MONT MIANDON               
LIEU-DIT   MONT MIANDON INFERIEUR     
LIEU-DIT   MONTALIVET NORD            
LIEU-DIT   MONTALIVET SUD             
LIEU-DIT   LA MOURIESE                
LIEU-DIT   NEPOLIER                   
LIEU-DIT   NOUVEYRON                  
LIEU-DIT   PANTU                      
LIEU-DIT   PAS DU LOUP                
LIEU-DIT   LES PATUREAUX              
LIEU-DIT   PELORSIERES                
LIEU-DIT   PEREYROL                   
LIEU-DIT   LES PERRETTES              
LIEU-DIT   LES PERRIERES              
LIEU-DIT   PETIT PARA                 
LIEU-DIT   LA PETITE COMBE            
LIEU-DIT   PEUCLARD                   
LIEU-DIT   LA PEYRE                   
LIEU-DIT   LES PIECES                 
LIEU-DIT   PIERRE GROSSE              
LIEU-DIT   LES PIGNES                 
LIEU-DIT   LES PILLES                 
LIEU-DIT   PIORE                      
LIEU-DIT   PONT ARNAUD                
LIEU-DIT   PONT DE LA TINE            
LIEU-DIT   PORTE BROC NORD            
LIEU-DIT   PORTE BROC SUD             
LIEU-DIT   PRADES                     
LIEU-DIT   LA PRAS                    
LIEU-DIT   PREMATRE                   
LIEU-DIT   LES PRES                   
LIEU-DIT   PUPIL                      
LIEU-DIT   RAOULET                    
LIEU-DIT   LA RASA                    
LIEU-DIT   LES RECOLLETS              
LIEU-DIT   RIO POULET                 
LIEU-DIT   RIPAILLE NORD              
LIEU-DIT   LA RIVOIRE DE VISSENTY     
LIEU-DIT   ROCHEBRUNE                 
LIEU-DIT   LES ROCHERS                
LIEU-DIT   SAGNE RONDE                
LIEU-DIT   LES SAGNES                 
LIEU-DIT   SARZIEU                    
LIEU-DIT   LES SIX CHEMINS            
LIEU-DIT   ST DENIS                   
LIEU-DIT   TOISSIEU                   
LIEU-DIT   LES TOURETTES              
LIEU-DIT   VARAGNES LE BAS            
LIEU-DIT   VARAGNES LE HAUT           
LIEU-DIT   VAURE                      
LIEU-DIT   VEYLOUSSET                 
LIEU-DIT   LES VIGNAUX                
LIEU-DIT   LES VIGNES                 
LIEU-DIT   LES VIGNES DE VISSANTY NOR 
LIEU-DIT   LES VIGNES DE VISSENTY     
LIEU-DIT   VOUTES SOUBISES            
LIEU-DIT   LES ABATTOIRS              
LIEU-DIT   L AUVERGNAT                
LIEU-DIT   CITE DE PARAS              
LIEU-DIT   LE CROZE                   
LIEU-DIT   SACOGA                     
LIEU-DIT   COTE EJARNIEUX             
LIEU-DIT   L HORIZON                  
LIEU-DIT   LES PLATANES               
LIEU-DIT   LA LOMBARDIERE             
LIEU-DIT   LA RECLUZIERE              
LIEU-DIT   PLEIN SOLEIL               
LIEU-DIT   RIVIERE LA CANCE           
LIEU-DIT   RIVIERE DEUME              
LIEU-DIT   LA JOIE DE VIVRE           
LIEU-DIT   CR DIT D ORIOLET           
LIEU-DIT   TERRASSES DU LYCEE         
LIEU-DIT   LES SAULES                 
LIEU-DIT   LES CEDRES                 
LIEU-DIT   LE PETIT CROT              
LIEU-DIT   LES AYGASSON               
LIEU-DIT   AYGAS DE CHATINAIS         
LIEU-DIT   AYGAS DE CHATINAIS         
LIEU-DIT   LES AYGASSONS              
LIEU-DIT   BARONNETTE                 
LIEU-DIT   BAROU                      
LIEU-DIT   BAS PREMATRE               
LIEU-DIT   CHABETOUT                  
LIEU-DIT   CHAMIO                     
LIEU-DIT   LES CHATAIGNIERS           
LIEU-DIT   LA COMBE                   
LIEU-DIT   CORNIOLES                  
LIEU-DIT   LES FALCONS                
LIEU-DIT   GRATTEY                    
LIEU-DIT   INDY                       
LIEU-DIT   LACHAUD RIEU POULET        
LIEU-DIT   LAPRAS                     
LIEU-DIT   LE MARTINET                
LIEU-DIT   MARTINET BAROU             
LIEU-DIT   LE MASSON                  
LIEU-DIT   LES MAURISES               
LIEU-DIT   MINISE                     
LIEU-DIT   MONTE CHRISTO              
LIEU-DIT   LE NOYER                   
LIEU-DIT   PARAS                      
