20151101
23         CREUSE                        
LIEU-DIT   LE PEROU                   
LIEU-DIT   LA PERRIERE DE GRAND CHAMP 
LIEU-DIT   LA PERRIERE DE LA COMBE    
LIEU-DIT   LES PERTES                 
LIEU-DIT   PETABERT                   
LIEU-DIT   PETCLUS                    
LIEU-DIT   LA PETITE OUCHE            
LIEU-DIT   LES PETITS BOIS            
LIEU-DIT   PETITS PRES                
LIEU-DIT   PEU DES FOSSES             
LIEU-DIT   PEU DES RIAUX              
LIEU-DIT   PEU DU MONTET              
LIEU-DIT   PEU MAUD                   
LIEU-DIT   PEU PELAT DE COMBRECHAT    
LIEU-DIT   PEU PELAT DE FONSERVAUD    
LIEU-DIT   PEUSSAFUT                  
LIEU-DIT   LES PEUX                   
LIEU-DIT   PEUX CLAUDE                
LIEU-DIT   LE PEUX DE VILLEBEBE       
LIEU-DIT   LE PEUX DES GELADES        
LIEU-DIT   PEUX RACOTS                
LIEU-DIT   LES PIECES DU BOIS         
LIEU-DIT   PIECES DU PRE              
LIEU-DIT   LES PIECES VIEILLES        
LIEU-DIT   LES PIERRES DES ARBURELS   
LIEU-DIT   LES PIERRES DES ETANGS     
LIEU-DIT   PIERRES GUDES              
LIEU-DIT   LA PINSARDE                
LIEU-DIT   LES PLAIGNES               
LIEU-DIT   LES PLANCHES DE CHAMPROY   
LIEU-DIT   LES PLANCHES DES COUTURES  
LIEU-DIT   LES PLANCHES DES ILES      
LIEU-DIT   PLANT A BONNET             
LIEU-DIT   LES PLANTS                 
LIEU-DIT   LES PLATEAUX DE CHAMP ROUG 
LIEU-DIT   LES PLATEAUX DES BOUEGES   
LIEU-DIT   LES PLATETS                
LIEU-DIT   PLEINE SAGNE               
LIEU-DIT   LES POIRIERS               
LIEU-DIT   POMME L ARENT              
LIEU-DIT   PONT A LA DAUGE DES NOUALL 
LIEU-DIT   PONT A LA DAUGE DES PELADE 
LIEU-DIT   PONT A LIBAUD              
LIEU-DIT   LES PONTETS                
LIEU-DIT   POT PERDU                  
LIEU-DIT   LES POUGES                 
LIEU-DIT   POUGES                     
LIEU-DIT   LA POURDELETTE             
LIEU-DIT   LE POUZEROT                
LIEU-DIT   PRA CHAUD                  
LIEU-DIT   LES PRADELLES              
LIEU-DIT   LES PRADES DES PETITS BOIS 
LIEU-DIT   LES PRADES DES SAUZADES    
LIEU-DIT   LES PRADETS                
LIEU-DIT   PRAS                       
LIEU-DIT   PRAS DE VILLE              
LIEU-DIT   PRAT VELY                  
LIEU-DIT   LES PRATS                  
LIEU-DIT   PRE DE LA FONT             
LIEU-DIT   PRE LONG                   
LIEU-DIT   PREBOUT                    
LIEU-DIT   PRES CHABRIES              
LIEU-DIT   LES PRES DE L ETANG        
LIEU-DIT   PRES DU BOIS               
LIEU-DIT   PRES DU BOURG              
LIEU-DIT   PRES DU MOULIN             
LIEU-DIT   LES PRES PETITS            
LIEU-DIT   LES PRES ROUX              
LIEU-DIT   PRES SALES                 
LIEU-DIT   LE PROCHERIN               
LIEU-DIT   LES PULETS                 
LIEU-DIT   PUY CHATRAS                
LIEU-DIT   PUY GAILLARD               
LIEU-DIT   PUY GROS                   
LIEU-DIT   PUY PAILLOUX               
LIEU-DIT   LES QUAIRES                
LIEU-DIT   LES QUARTIERS              
LIEU-DIT   RAMEIX                     
LIEU-DIT   LES RENARDIERES            
LIEU-DIT   LES RIAUX                  
LIEU-DIT   LA RIBIERE AUX BOUEGEAS    
LIEU-DIT   LA RIBIERE DES RIVAILLES   
LIEU-DIT   LE RIOLLET                 
LIEU-DIT   LES RIOUX                  
LIEU-DIT   LES RIVAILLES DE GRAVADOUR 
LIEU-DIT   LES RIVAILLES DE LA CHAUME 
LIEU-DIT   LES RIVAILLES DE TERRIER   
LIEU-DIT   LES RIVAS                  
LIEU-DIT   LES ROCHAS                 
LIEU-DIT   LA ROCHE AU MONT           
LIEU-DIT   LES ROCHES                 
LIEU-DIT   LES RODDES                 
LIEU-DIT   ROUDEAU                    
LIEU-DIT   ROUEILLAS                  
LIEU-DIT   ROUGNAT                    
LIEU-DIT   LES ROUSSELLES             
LIEU-DIT   LA SAGNE                   
LIEU-DIT   SAGNE BOUCHARD             
LIEU-DIT   SAGNE FOURMIE              
LIEU-DIT   LES SAGNES DE GRAND PRE    
LIEU-DIT   LES SAGNES DES BARRES      
LIEU-DIT   LES SAGNES DES MAGNOS      
LIEU-DIT   SAGNES DU CHEMIN           
LIEU-DIT   SANTARIGOT                 
LIEU-DIT   LES SAUNIERES              
LIEU-DIT   LES SAUSADES               
LIEU-DIT   SAUT DU LOUP               
LIEU-DIT   LES SAUSADES               
LIEU-DIT   LES SAUZES                 
LIEU-DIT   LES SEGAUDS                
LIEU-DIT   LES SIGNARDS               
LIEU-DIT   SIGNAT GIRAUDEIX           
LIEU-DIT   LES SIGNATS DE GROSMONT    
LIEU-DIT   LES SIGNATS DE LA FOSSE    
LIEU-DIT   LES SIGNOLLES              
LIEU-DIT   SIGNOLLES                  
LIEU-DIT   LES SOUBRANTS              
LIEU-DIT   LES SOUCHES                
LIEU-DIT   SOUS LA SAGNE              
LIEU-DIT   SOUS LES GRANGES           
LIEU-DIT   LES SOUVILLES              
LIEU-DIT   LES SUCHAUDS               
LIEU-DIT   TEROCHE                    
LIEU-DIT   LE TERRIER                 
LIEU-DIT   TETE A GARA                
LIEU-DIT   LA TIELLA                  
LIEU-DIT   TREIFFRAUD                 
LIEU-DIT   LA TREUILLE                
LIEU-DIT   LES TROIS CHENES           
LIEU-DIT   LES TROIS SEGLIERS         
LIEU-DIT   LES TUILIERS               
LIEU-DIT   LES VAREILLES              
LIEU-DIT   LA VARGITE                 
LIEU-DIT   LES VEILLEIRES             
LIEU-DIT   LES VERGERS                
LIEU-DIT   LA VERGNADE                
LIEU-DIT   LES VERNEIX                
LIEU-DIT   LES VERRAUX                
LIEU-DIT   LES VERRINES               
LIEU-DIT   VIEUX                      
LIEU-DIT   LES VILAS                  
LIEU-DIT   VILLANDRY                  
LIEU-DIT   VILLARVANT                 
LIEU-DIT   VILLECHABUT                
LIEU-DIT   LES VIVIERES               
LIEU-DIT   L AILLANT                  
LIEU-DIT   LES AIRES                  
LIEU-DIT   L ARBRE                    
LIEU-DIT   LES BREGERES               
LIEU-DIT   LES CHABANNES              
LIEU-DIT   LES CHAUMES                
LIEU-DIT   LES COUTURES               
LIEU-DIT   LES GRAND PATURAUX         
LIEU-DIT   GUILLARD                   
LIEU-DIT   LES LAS                    
LIEU-DIT   LAS RUAS                   
LIEU-DIT   LOUBIER                    
LIEU-DIT   LE MOULIN                  
LIEU-DIT   LE PERRAT                  
LIEU-DIT   PEUX REDA                  
LIEU-DIT   PRE CLOS                   
LIEU-DIT   PRES CLOS                  
LIEU-DIT   LES SAGNETTES              
LIEU-DIT   TERRE DU BOIS              
LIEU-DIT   VENTADOUR                  
LIEU-DIT   VILLEBEBE                  
LIEU-DIT   PONT A LA DAUGE            
LIEU-DIT   LA MAISON DU BOIS          
LIEU-DIT   MOULIN DU CREUZET          
LIEU-DIT   GOUNECHAS                  
LIEU-DIT   LA PERRIERE                
LIEU-DIT   BONNEFOND                  
LIEU-DIT   LE COUDERT                 
LIEU-DIT   LE MOULIN DES ERGOTIERS    
LIEU-DIT   LES PRADES                 
LIEU-DIT   LES GOUTTES                
           VC 101                     
           VC 2                       
           CD 11                      
           VC 1                       
CHEMIN     DES CHAUMES                
CHEMIN     DE L ECOLE                 
RUE        DE L'EGLISE                
ROUTE      DE GLENIC                  
ROUTE      DE GUERET                  
CHEMIN     DE L HOTEL                 
ROUTE      DE MONTLUCON               
ROUTE      DE PIONNAT                 
ROUTE      DE SAINT LAURENT           
RUE        DU SEMINAIRE               
ROUTE      DU STADE                   
           commune :     ALLEYRAT                       departement : CREUSE                        
LIEU-DIT   LE BARBARY                 
LIEU-DIT   LES BAUCHES                
LIEU-DIT   DE BEAUVAIS                
LIEU-DIT   BEL AIR                    
LIEU-DIT   LA BESSADE                 
LIEU-DIT   LE BOIJOUX                 
LIEU-DIT   DU BOIS                    
LIEU-DIT   LE BOISVERT                
LIEU-DIT   LE BOURG                   
LIEU-DIT   LE BRAIS                   
LIEU-DIT   LA BREGEROLLE              
LIEU-DIT   BREVOLIS                   
LIEU-DIT   LE BRUJAUD                 
LIEU-DIT   LA BUIGE DE LAUBARD        
LIEU-DIT   LES BUIGES                 
LIEU-DIT   LES BUIGES EST             
LIEU-DIT   LES CHABASSIERES           
LIEU-DIT   CHAMPELIS                  
LIEU-DIT   CHANTELOUBE                
LIEU-DIT   LE CHAPEAU                 
LIEU-DIT   LA CHARBONNIERE            
LIEU-DIT   CHEZ GORSE                 
LIEU-DIT   CHIER DU PRE               
LIEU-DIT   CHIERLAS                   
LIEU-DIT   LE CHIROUX                 
LIEU-DIT   LES CHOMELIARDS            
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE BRUNE                
LIEU-DIT   LA COMBE DE LA RIBIERE     
LIEU-DIT   COMBE LA FAYE              
LIEU-DIT   LES COMBEAUX               
LIEU-DIT   LES COMBES OUEST           
LIEU-DIT   LA COTE                    
LIEU-DIT   LA COTE DE LA SALESSE      
LIEU-DIT   LA COTE DE LAUBARD         
LIEU-DIT   LES COTES                  
LIEU-DIT   LES COTES BASSES           
LIEU-DIT   LES COTES DE LA RIBIERE    
LIEU-DIT   LES COURBOUX               
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LES COUTURES DES COMBEAUX  
LIEU-DIT   LA COUTURIERE              
LIEU-DIT   LES CREUX                  
LIEU-DIT   CUBERAT                    
LIEU-DIT   L EMINADE                  
LIEU-DIT   LE FONDRAUX                
LIEU-DIT   LA FONT                    
LIEU-DIT   LA FONT DE MONTEL PLANET   
LIEU-DIT   LE FOT                     
LIEU-DIT   LES FOUGERADES             
LIEU-DIT   LA FRANCHE                 
LIEU-DIT   LA GANE                    
LIEU-DIT   LA GANE NORD               
LIEU-DIT   LE GANON                   
LIEU-DIT   LA GARENNE                 
LIEU-DIT   LES GARENNES               
LIEU-DIT   LE GAUNET                  
LIEU-DIT   LA GOUTTE                  
LIEU-DIT   LA GOUTTE EST              
LIEU-DIT   GRAND CHAMP                
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND MOULIN            
LIEU-DIT   LE GRAND MOULIN OUEST      
LIEU-DIT   LES GRANDS PRES            
LIEU-DIT   LA HAYE                    
LIEU-DIT   LES JARRIS                 
LIEU-DIT   LACHAUD                    
LIEU-DIT   LES LANDES                 
LIEU-DIT   LARBRICHOUX                
LIEU-DIT   LAS CONCHAS                
LIEU-DIT   LAS CROUX                  
LIEU-DIT   LAS EMOUCHIELLAS           
LIEU-DIT   LAS GOUTTAS                
LIEU-DIT   LAS MONIERAS               
LIEU-DIT   LAS PALAS EST              
LIEU-DIT   LAS PALAS OUEST            
LIEU-DIT   LAS PALLAS                 
LIEU-DIT   LAS PELADAS                
LIEU-DIT   LAS POUJAS                 
LIEU-DIT   LAS ROCHAS                 
LIEU-DIT   LAUBARD                    
LIEU-DIT   LES LONGERES               
LIEU-DIT   LOUDOINE                   
LIEU-DIT   LA MADIERE                 
LIEU-DIT   A LA MAIRIE                
LIEU-DIT   LA MAIRIE                  
LIEU-DIT   MAMORY                     
LIEU-DIT   MEAUZE                     
LIEU-DIT   MEAUZE EST                 
LIEU-DIT   LE MILLAUTU                
LIEU-DIT   MONTEL PLANET              
LIEU-DIT   LA MORTURE                 
LIEU-DIT   L OUCHE DU BRET            
LIEU-DIT   OURDEAUX                   
LIEU-DIT   LES OURTEIX                
LIEU-DIT   LA PALE                    
LIEU-DIT   LA PALETTE                 
LIEU-DIT   LE PATURAL                 
LIEU-DIT   LES PECHABROUX             
LIEU-DIT   LES PELADES                
LIEU-DIT   LES PELADES DE LA SALESSE  
LIEU-DIT   LES PELADES DE MEAUZE      
LIEU-DIT   LES PELADES HAUTES         
LIEU-DIT   LES PERIGIERS              
LIEU-DIT   LES PEROLAS                
LIEU-DIT   LES PETILLOUX              
LIEU-DIT   PETITE SAGNE MARIE         
LIEU-DIT   LES PETITES COTES          
LIEU-DIT   LE PEUX                    
LIEU-DIT   PIECE LONGUE               
LIEU-DIT   PIERRE DU FAUX             
LIEU-DIT   PIOLAT                     
LIEU-DIT   PLANTADIS                  
LIEU-DIT   LE PLATEAU                 
LIEU-DIT   LE PONT                    
LIEU-DIT   LA POUGE                   
LIEU-DIT   LE PRADEAU                 
LIEU-DIT   PRAREDEAU                  
LIEU-DIT   PRATAUDIER                 
LIEU-DIT   PRE LEGEROUX               
LIEU-DIT   PUY DE MEAUZE              
LIEU-DIT   PUY DES SAUDES             
LIEU-DIT   PUY DU PRE                 
LIEU-DIT   LES REBEYROLLES            
LIEU-DIT   LA RIBIERE                 
LIEU-DIT   LA RIBIERE SUD             
LIEU-DIT   LES RUISSEAUX              
LIEU-DIT   SAGNADEAU                  
LIEU-DIT   LES SAGNAS                 
LIEU-DIT   SAGNAS LONG                
LIEU-DIT   SAGNE CREUSE               
LIEU-DIT   SAGNE DROUILLE             
LIEU-DIT   SAGNE MARIE                
LIEU-DIT   LES SAGNES                 
LIEU-DIT   SAINTE MADELEINE           
LIEU-DIT   LA SALESSE                 
LIEU-DIT   LES SAUDES                 
LIEU-DIT   LES SAUVELLES              
LIEU-DIT   LA SEMENOUZE               
LIEU-DIT   TRANSLOUP                  
LIEU-DIT   LA VAUREILLE               
LIEU-DIT   LA VAVEIX                  
LIEU-DIT   LES VEDRENNES              
LIEU-DIT   LA VENAUX                  
LIEU-DIT   LE PETIT CUBEYRAT          
LIEU-DIT   LES COMBES                 
LIEU-DIT   LAS PALAS                  
           commune :     ANZEME                         departement : CREUSE                        
LOT        DU PUY DE CHAILLAUX        
LIEU-DIT   L AILLANT                  
LIEU-DIT   ARCHAUD                    
LIEU-DIT   LES ARDILLERS              
LIEU-DIT   AUBE                       
LIEU-DIT   L AUTRE                    
LIEU-DIT   LE BEAUMONT                
LIEU-DIT   BEPAUD                     
LIEU-DIT   LA BETOULLE                
LIEU-DIT   LES BETOULLES DE CHIGNAROC 
LIEU-DIT   LES BETOULLES DE GRAVADOUR 
LIEU-DIT   BIRAT                      
LIEU-DIT   LA BLONDETTE               
LIEU-DIT   BOIS BRULE                 
LIEU-DIT   LE BOIS D AUBE             
LIEU-DIT   BOIS DE LA BREUILLE        
LIEU-DIT   BOIS DE LA DAME            
LIEU-DIT   BOIS DE LA FONT            
LIEU-DIT   BOIS DU GOURS              
LIEU-DIT   BOIS GIRAUD                
LIEU-DIT   BOIS L AILLANT             
LIEU-DIT   BOIS MARTIN                
LIEU-DIT   BOIS PAILLARD              
LIEU-DIT   BOIS PARET                 
LIEU-DIT   BOIS RAMEAUX               
LIEU-DIT   BOIS RONCEAU               
LIEU-DIT   LES BORDES                 
LIEU-DIT   BORNE BURE                 
LIEU-DIT   LES BOUCHATS               
LIEU-DIT   LES BOUCHAUDS              
LIEU-DIT   LES BOUENOTTES             
LIEU-DIT   LE BOURG                   
LIEU-DIT   LES BOURSES                
LIEU-DIT   LE BREJASSOUX              
LIEU-DIT   LE BREJAUD                 
LIEU-DIT   LE BREJEAU                 
LIEU-DIT   LES BRESSEAUX              
LIEU-DIT   LES BREUX                  
LIEU-DIT   LES BROUX                  
LIEU-DIT   LES BRULADIS               
LIEU-DIT   LA BRUYERE                 
LIEU-DIT   LES BUIGES                 
LIEU-DIT   LA BUJAUDE                 
LIEU-DIT   BUSSEROLLES                
LIEU-DIT   LES CARTELADES             
LIEU-DIT   CAURAFIS                   
LIEU-DIT   LES CAUX                   
LIEU-DIT   CHABANNES                  
LIEU-DIT   LES CHABANNES              
LIEU-DIT   LA CHAGNADE                
LIEU-DIT   LES CHAILLAUX              
LIEU-DIT   LE CHAILLOT                
LIEU-DIT   CHAMP BLANC                
LIEU-DIT   CHAMP DE LA FOSSE          
LIEU-DIT   CHAMP DU BOIS              
LIEU-DIT   CHAMPS DONIT               
LIEU-DIT   LES CHAPELOTS              
LIEU-DIT   LES CHARAILLES             
LIEU-DIT   CHARDONAISE                
LIEU-DIT   LA CHASSAGNE               
LIEU-DIT   LES CHASSENGROS            
LIEU-DIT   CHASSIGNOLE                
LIEU-DIT   LES CHASSOLLES             
LIEU-DIT   DU CHATEAU                 
LIEU-DIT   LE CHATELOT                
LIEU-DIT   CHENE DU CURE              
LIEU-DIT   CHENE JOUHANDE             
LIEU-DIT   DES CHENES                 
LIEU-DIT   CHER DU BOIS               
LIEU-DIT   CHER FOUSSY                
LIEU-DIT   CHER LA BOUYERE            
LIEU-DIT   CHER LA GARDE              
LIEU-DIT   CHER LE BEAU               
LIEU-DIT   CHERFOULAUD                
LIEU-DIT   LES CHERMENAUX             
LIEU-DIT   CHEROUX                    
LIEU-DIT   LE CHERPELAT               
LIEU-DIT   CHERPELOT                  
LIEU-DIT   CHETIF BETOUX              
LIEU-DIT   CHEZ AUBRUN                
LIEU-DIT   CHEZ MARTY                 
LIEU-DIT   CHIER FARRAT               
LIEU-DIT   CHIER PIQUET               
LIEU-DIT   CHIER ROUSSET              
LIEU-DIT   LES CHIERS PENDUS          
LIEU-DIT   CHIGNAROCHE                
LIEU-DIT   CHIGNAVIEUX                
LIEU-DIT   LES CIMATES                
LIEU-DIT   CLERAT                     
LIEU-DIT   LES CLEUTRES               
LIEU-DIT   LES CLUZETS                
LIEU-DIT   COMBE AUX POMMIERS         
LIEU-DIT   COMBUSSEAU                 
LIEU-DIT   LES COMMUNS                
LIEU-DIT   CONTUYOUX                  
LIEU-DIT   LES COTEAUX                
LIEU-DIT   LES COTES DE BIRAT         
LIEU-DIT   COTES DE BOCHET            
LIEU-DIT   COTES DE CHAMBON           
LIEU-DIT   LES COTES DE CLERAT        
LIEU-DIT   COTES DE JUPILLE           
LIEU-DIT   COTES DE TEIX              
LIEU-DIT   COTES DU CAR               
LIEU-DIT   COUDERT DE L ETANG         
LIEU-DIT   LES COULONGES              
LIEU-DIT   COURTILLE                  
LIEU-DIT   COURTISSOUX                
LIEU-DIT   LES COUSSIERES             
LIEU-DIT   LES COUTS                  
LIEU-DIT   LA COUTURE                 
LIEU-DIT   LES COUTURES DE CHERFOULAU 
LIEU-DIT   LES COUTURES DE COURTILLE  
LIEU-DIT   LES COUTURES DE GDE BREUIL 
LIEU-DIT   LES COUTURES DE MALARD     
LIEU-DIT   LES COUTURES DU THEIL      
LIEU-DIT   LES COUZOLLES              
LIEU-DIT   CRAUX DU LAS               
LIEU-DIT   LA CROIX ROUGE             
LIEU-DIT   LES CROS                   
LIEU-DIT   LES CROUX DU BAS           
LIEU-DIT   LES CROUX DU HAUT          
LIEU-DIT   LES CROUZILLES             
LIEU-DIT   LE DAROT                   
LIEU-DIT   LA DAUGE                   
LIEU-DIT   LE DOIGT                   
LIEU-DIT   ECHALLY                    
LIEU-DIT   L EGADY                    
LIEU-DIT   LES ESSARIES               
LIEU-DIT   DE L ETANG                 
LIEU-DIT   LE FAUNET                  
LIEU-DIT   LES FAUX                   
LIEU-DIT   LA FAYE                    
LIEU-DIT   FONT AUX LOUPS             
