20151101
06         ALPES MARITIMES               
IMPASSE    MAURICE FANTINO            
IMPASSE    DU GRAND CAVALIER          
CHEMIN     MILLOT NORD                
AVENUE     DES GRANDS DUCS            
REMPART    SAINT ROCH                 
REMPART    DE L'ILETTE                
REMPART    DES SABLES                 
REMPART    DU PALAIS DES CONGRES      
REMPART    DU JAZZ                    
REMPART    DES PLAGES                 
REMPART    DES ILES                   
REMPART    SAINT HONORAT              
REMPART    DES CHATAIGNIERS           
ROUTE      DE GRASSE                  
REMPART    DE LA COLLE                
REMPART    DES AUTRICHIENS            
REMPART    DU ROY SOLEIL              
REMPART    TOURNIERE-ESTAGNOL         
REMPART    DE LA CHAPELLE SAINT JEAN  
REMPART    GILBERT AUVERGNE           
ALLEE      DES GRILLONS               
REMPART    DES EUCALYPTUS             
REMPART    D'ANTIBES LES PINS         
CHEMIN     DE LA GRIMPETTE            
TRA        DE LA GRIMPETTE            
REMPART    DU LYCEE JACQUES DOLLE     
REMPART    DE BEAUVERT                
REMPART    DE LA SOURCE ROMAINE       
REMPART    DE LA MER                  
REMPART    DE LA BRAGUE               
REMPART    BEAU RIVAGE                
BOULEVARD  DES GROULES                
CHEMIN     DES GROULES                
REMPART    DU VAL CLARET              
REMPART    DES MOYENNES BREGUIERES    
CHEMIN     DE GUERANDE                
REMPART    DES RASTINES               
REMPART    DU VALBOSQUET              
REMPART    SAINT CLAUDE               
REMPART    NOVA ANTIPOLIS             
AVENUE     GUIDE                      
REMPART    DE SUPER ANTIBES           
REMPART    DES TROIS MOULINS          
REMPART    DE LA CROIX ROUGE          
REMPART    WEISWEILLER                
REMPART    PROVENCE                   
REMPART    DES SEMBOULES              
AVENUE     GUILLABERT                 
RUE        GUILLAUMONT                
BOULEVARD  GUSTAVE CHANCEL            
CHEMIN     GUSTAVE RAYMOND            
BOULEVARD  GUILLAUME APOLLINAIRE      
AVENUE     G DE MAUPASSANT CAP        
AVENUE     G DE MAUPASSANT JUAN       
PLACE      GUYNEMER                   
SQUARE     GOULD                      
RUE        GOUVERNEUR CHAVANNES       
RUE        DU HAUT CASTELET           
CHEMIN     HAUTES BREGUIERES          
AVENUE     HECTOR BERLIOZ             
AVENUE     HENRI DONIOL               
AVENUE     HENRI DUVERNOIS            
RUE        HENRI LAUGIER              
QUAI       HENRI RAMBAUD              
ALLEE      HERMINE                    
QUAI       D HONNEUR                  
RUE        HONORE FERRARE             
QUAI       HONORE VEROLA              
RUE        DE L HOPITAL               
BOULEVARD  DE L HORIZON               
RUE        DE L HORLOGE               
RUE        DE L HOTEL DES POSTES      
SQUARE     DU 8 MAI 1945              
AVENUE     DE L ILETTE                
CHEMIN     DES INDICAS                
TRA        DES IRIS                   
CHEMIN     INTERLAND                  
RUE        DE L ISLE                  
CHEMIN     DES ILES                   
AVENUE     DES ILES PARC SARAMARTEL   
RUE        DES ILES                   
           JARDIN DE L ILET           
BOULEVARD  JACOB                      
PLACE      JACQUES AUDIBERTI          
AVENUE     JACQUES CARTIER            
RUE        JACQUES LEONETTI           
IMPASSE    JAMES CLOSE                
RUE        JAMES CLOSE                
IMPASSE    DES JANINS                 
BOULEVARD  JAMES WYLLIE               
IMPASSE    DU JARDIN DES ROSES        
RUE        DU JARDIN SECRET           
PLACE      JEAN AUDE                  
ALLEE      JEAN DE LA FONTAINE        
RUE        JEAN JOANNON               
IMPASSE    JEAN MENSIER               
AVENUE     JEAN MERMOZ                
AVENUE     JEAN MARIE CHARCOT         
ESPLANADE  JEAN MOULIN                
AVENUE     JEAN MICHARD PELLISSIER    
AVENUE     JEANNE D ARC               
IMPASSE    DE LA JOLIETTE             
BOULEVARD  JOHN F KENNEDY             
RUE        JONNARD                    
IMPASSE    DU JONQUET                 
AVENUE     DU JONQUET                 
AVENUE     DES JONQUILLES             
IMPASSE    JUAN                       
QUAI       JULIEN BAUDINO             
AVENUE     JULES BLANC                
AVENUE     JULES GREC                 
AVENUE     JULES CONSTANT             
AVENUE     JULES VERNE                
CHEMIN     DE LABORDE                 
AVENUE     LAMARTINE                  
RUE        LACAN                      
ROUTE      DES LAMBERTS               
AVENUE     DE LATONE                  
AVENUE     DES LAURIERS               
CHEMIN     DES LAURIERS               
CHEMIN     DE LAUVERT                 
AVENUE     DE LAVERNE                 
RUE        DU LAVOIR                  
AVENUE     MRS L D BEAUMONT           
AVENUE     LEMERAY                    
BOULEVARD  DES LENTISQUES             
IMPASSE    DES LENTISQUES             
AVENUE     DE LERINS                  
AVENUE     DE LA LIBERATION           
CRS        DE LA LIBERTE              
ALLEE      DES LIERRES                
CHEMIN     DES LISERONS               
CHEMIN     DES LITS MILITAIRES        
BOULEVARD  DU LITTORAL RN 98          
CHEMIN     DE LONGO MAI               
IMPASSE    LORINI                     
AVENUE     LOUISE                     
SQUARE     LOUISE WEISS               
AVENUE     LOUIS GALLET               
AVENUE     DES LUCIOLES               
RUE        DULYS                      
SQUARE     DULYS                      
RUE        DULYS PROLONGEE            
IMPASSE    MADONA                     
ALLEE      MAGALI                     
CHEMIN     MAGNIQUE                   
AVENUE     GENERAL MAIZIERE           
SQUARE     MAIZIERE                   
CHEMIN     DU MALBOSQUET              
AVENUE     MALESPINE                  
PLACE      MALESPINE                  
RUE        DU MARC                    
AVENUE     MARC PUGNAIRE              
QUAI       MARCEL GILLI               
RUE        MARCEL PAUL                
RUE        DU MARCHE                  
BOULEVARD  MARECHAL FOCH              
AVENUE     MARECHAL JOFFRE            
AVENUE     MARECHAL REILLE            
BOULEVARD  MARECHAL JUIN              
AVENUE     MAL DE LATTRE DE TASSIGNY  
AVENUE     DES MARECHAUX              
BOULEVARD  MARECHAL LECLERC           
PASSAGE    MARIE ANTOINETTE           
MTE        MARIE ANTOINETTE           
IMPASSE    MARIE FISCHER              
AVENUE     MARIE GUIGNON              
ESPLANADE  DES DROITS DE L'ENFANT     
PLACE      MARIEJOL                   
ALLEE      DES MARRONNIERS            
RUE        PAUL MARTELLI              
TRA        MARTELLY                   
PLACE      MARTYRS DE LA RESISTANCE   
AVENUE     MARTYRS DE LA RESISTANCE   
AVENUE     MAS ENSOLEILLE             
IMPASSE    MAS FLEURI                 
CRS        MASSENA                    
PLACE      MASSENA                    
CHEMIN     DES MAURES                 
AVENUE     MAURICE PEREZ              
RUE        MAX JACOB                  
AVENUE     MAX MAURAY                 
ALLEE      DE LA MEDITERRANEE         
PASSAGE    SOUTERRAIN MICHEL GENTY    
RUE        MICHELIS RAYBAUD           
RUE        DU MIGRAINIER              
AVENUE     DU MIDI                    
CHEMIN     MILLOT                     
ALLEE      DES MIMOSAS CARRIAT        
ALLEE      DES MIMOSAS LES ROUTES     
AVENUE     MIRABEAU                   
AVENUE     MIRAMAR                    
PARC       MIRAMAR                    
AVENUE     MEISSONNIER                
CHEMIN     DU MONT FLEURY             
TRA        MONT FLEURY                
AVENUE     DU MONT SAINT JEAN         
CHEMIN     DE LA MOSQUEE              
AVENUE     DES MOTELS                 
IMPASSE    MONTPLAISANT               
ALLEE      DES MOUETTES               
CHEMIN     DU MOULIN LE ROY           
CHEMIN     DES MOUGINS                
IMPASSE    MOULIN A VENT              
CHEMIN     MOYENS BRUSQUETS           
CHEMIN     MOYENNES BREGUIERES        
AVENUE     MOZART                     
AVENUE     DES MURIERS                
RUE        DU MUSEE                   
AVENUE     MUTERSE                    
ALLEE      DES MYRTES                 
AVENUE     NAPOLEON                   
IMPASSE    NAPOLEON                   
PLACE      NATIONALE                  
ROUTE      NATIONALE N07              
ROUTE      NATIONALE 559              
BOULEVARD  DES NATIONS                
AVENUE     DE NICE                    
ROUTE      DE NICE                    
AVENUE     NICOLAS AUSSEL             
CHEMIN     DES NIELLES                
TRA        DES NIELLES                
PLACE      NIKOS KAZANTZAKIS          
AVENUE     NIQUET                     
RUE        NOBLEMAIRE                 
AVENUE     NOTRE DAME                 
BOULEVARD  NOTRE DAME                 
CHEMIN     NOTRE DAME                 
CAR        DE LA NOUVELLE ORLEANS     
AVENUE     N D D ENTREVIGNES          
CHEMIN     NOUVEAU DU TANAGRA         
CHEMIN     DES NOUVELLES BREGUIERES   
AVENUE     DES OBSERVATOIRES          
IMPASSE    DES OEILLETS               
AVENUE     DES OISEAUX                
CHEMIN     DE L OISEAU BLEU           
CHEMIN     DE L OLIVETTE              
ALLEE      DES OLIVIERS               
AVENUE     DES OLIVIERS BADINE        
CHEMIN     DES OLIVIERS               
AVENUE     OLIVIERS EUCALYPTUS        
IMPASSE    DES OLIVIERS               
CHEMIN     DES ONDES                  
AVENUE     DU ONZE NOVEMBRE           
AVENUE     D ORAN                     
AVENUE     DE L ORANGERIE             
CHEMIN     DE L ORANGERIE             
ALLEE      DES ORANGERS               
PARC       DES ORANGERS               
AVENUE     DES ORANGERS               
RUE        DE L ORATOIRE              
IMPASSE    DE L ORME                  
RUE        DE L ORME                  
CHEMIN     DE L'OUSTAL DORE           
AVENUE     DE LA PAGANETTE            
AVENUE     DES PALMIERS               
ALLEE      DES PALMIERS BADINE        
AVENUE     DES PALMIERS SARAMARTEL    
IMPASSE    DES PALMIERS               
ALLEE      DES PALMIERS CAP           
RUE        DES PALMIERS               
IMPASSE    PANORAMA                   
IMPASSE    PANORAMA DE LA CONSTANCE   
AVENUE     DU PARC LAVAL              
CHEMIN     DU PARC SARAMARTEL         
RUE        DE LA PAROISSE             
CHEMIN     DE LA PAROUQUINE           
CHEMIN     DU PAS DU DIABLE           
TRA        PAS DU DIABLE              
AVENUE     PASTEUR                    
AVENUE     PAUL ARENE                 
RUE        PAUL BOURGAREL             
RUE        PAUL BOURGET               
CHEMIN     PAUL CEZANNE               
AVENUE     PAUL DOUMER                
RUE        PAUL ELUARD                
AVENUE     PAUL GIGNOUX               
RUE        PAULINE                    
           JARDIN PAULINE             
RUE        DES PAVEURS                
AVENUE     DES PECHEURS               
RUE        DES PECHEURS               
QUAI       DES PECHEURS               
TRA        DES PECHEURS               
RUE        DU PENSIONNAT              
PASSAGE    DU PENSIONNAT              
AVENUE     DE LA PEPINIERE            
ALLEE      DES PERDRIX                
AVENUE     DU PETIT COTEAU            
PCH        PETIT CHEM DES TERRIERS    
CHEMIN     DU PETIT FOUR              
           1ERE IMP DU PETIT FOUR     
           2EME IMP DU PETIT FOUR     
RUE        DU PETIT FOUR              
IMPASSE    PETITE VESSANE             
CHEMIN     DE LA PEYREGOUE            
           LA PEYREGOUE               
ALLEE      DES PHALENES               
ROUTE      DU PHARE                   
AVENUE     PHILIPPE ROCHAT            
RUE        PIERRE COMMANAY            
AVENUE     PIERRE CURIE               
BOULEVARD  PIERRE DELMAS              
QUAI       PIERRE MERLI               
RUE        PIERRE LOTI                
PROMENADE  PIERRE MERLI               
PLACE      PIERRE SEMARD              
SENTIER    PIETONNIER DU FORT CARRE   
BOULEVARD  DE LA PINEDE               
           JARDIN DE LA PINEDE        
CHEMIN     DE LA PINEDE               
AVENUE     DE LA PINEDE               
AVENUE     DES PINS DU CAP            
ALLEE      DES PINS DORES             
ALLEE      DES PINS PARASOLS          
AVENUE     DES PINS PARASOLS          
AVENUE     DES PINS PIMEAU            
AVENUE     DES PINS  SARAMARTEL       
CHEMIN     DE LA PLAGE                
TRA        DE LA PLAGE                
ALLEE      DU PLATEAU FLEURI          
CHEMIN     DES PLATEAUX FLEURIS       
RUE        DE LA POMPE                
CHEMIN     DU PONT ROMAIN             
CHEMIN     DES PRES                   
           JARDIN PDT RENE CASSIN     
BOULEVARD  DU PRESIDENT WILSON        
AVENUE     PREMIERE AVENUE            
CHEMIN     PREYNAT                    
AVENUE     DES PRINCES                
AVENUE     PRINCIPAL PASTOUR          
RUE        DU PRINTEMPS               
ALLEE      DE LA PROVENCALE           
CHEMIN     DU PRUGNON                 
AVENUE     DE PROVENCE                
CHEMIN     DE PROVENCE                
CHEMIN     DU PUITS FLEURI            
CHEMIN     DU PUY                     
AVENUE     DU PYLONE                  
CHEMIN     DES QUATRE CHEMINS         
REMPART    DES QUATRE CHEMINS         
CHEMIN     DE RABIAC ESTAGNOL         
CHEMIN     DES RASTINES               
BOULEVARD  RAYMOND POINCARE           
TRA        RECORD                     
AVENUE     REIBAUD                    
CHEMIN     REINE MARGUERITE           
ALLEE      DU REGENT                  
RUE        LINE RENAUD - LOULOU GASTE 
AVENUE     RENE BARTHELEMY            
RUE        RENE LAPORTE               
RUE        DE LA REPUBLIQUE           
IMPASSE    DU REVELY                  
PLACE      DU REVELY                  
RUE        DU REVELY                  
RUE        DES REVENNES               
IMPASSE    DES REVENNES               
TRA        RINAUDO                    
AVENUE     ROUAZE                     
RUE        ROBERT DESNOS              
AVENUE     ROBERT SOLEAU              
AVENUE     DES ROCHERS                
CHEMIN     DE LA ROMAINE              
IMPASSE    DES ROSES                  
ALLEE      DES ROSES                  
AVENUE     ROSE DES VENTS             
IMPASSE    ROSE DES VENTS             
ALLEE      DE LA ROSELIERE            
AVENUE     DE LA ROSTAGNE             
RUE        DOC ROSTAN                 
           LOT DU RUSQUET             
AVENUE     DU RUSQUET                 
CHEMIN     DE ROUBION                 
CHEMIN     DES SABLES                 
ALLEE      DES SABLES                 
IMPASSE    SADE                       
RUE        SADE                       
RUE        SADI CARNOT                
PLACE      DU SAFRANIER               
RUE        DU SAFRANIER               
RUE        SAINT ANTOINE              
RUE        SAINT BARTHELEMY           
RUE        SAINT BERNARDIN            
RUE        SAINT CHARLES              
CHEMIN     DE SAINT CLAUDE            
AVENUE     SAINT DONATIEN             
RUE        DU SAINT ESPRIT            
AVENUE     SAINT EXUPERY              
RUE        SAINT HONORAT              
ROUTE      DE SAINT JEAN              
CHEMIN     VIEUX DE SAINT JEAN        
IMPASSE    SAINT JOSEPH               
RUE        SAINT JOSEPH               
CHEMIN     DE SAINT MAYMES            
CHEMIN     VIEUX DE SAINT MAYMES      
CR         DE SAINT MAYMES            
CHEMIN     SAINT MICHEL               
CHEMIN     DE SAINT PECHAIRE          
AVENUE     SAINT ROCH                 
PASSAGE    SAINT ROCH                 
AVENUE     SAINTE MARGUERITE          
RUE        SAINTE MARGUERITE          
IMPASSE    SAINTE THERESE             
RPE        DES SALEURS                
AVENUE     DE LA SALIS                
TRA        DE LA SALIS                
AVENUE     DE LA SALISETTE            
IMPASSE    DE LA SALISETTE            
AVENUE     SARAMARTEL                 
PARC       SHANGRILLA                 
AVENUE     DE LA SARRAZINE            
CHEMIN     DE LA SARRAZINE            
IMPASSE    DE LA SARRAZINE            
CHEMIN     DES SEMBOULES              
SQUARE     SIDNEY BECHET              
IMPASSE    DU SOLEIL LEVANT           
AVENUE     DU SOLEIL NOTRE DAME       
AVENUE     DU SOLEIL SARAMARTEL       
PROMENADE  DU SOLEIL                  
