20151101
04         ALPES DE HAUTE-PROVENCE       
LIEU-DIT   LE RIVET                   
LIEU-DIT   LE SERRE                   
LIEU-DIT   LA TARDEE                  
LIEU-DIT   LE VABRE                   
LIEU-DIT   LE VABRET                  
LIEU-DIT   VIERARON ET FOURNAS        
LIEU-DIT   LE VILLAGE                 
           commune :     AUBENAS LES ALPES              departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   AUBERGE                    
LIEU-DIT   LES CLAUSSES               
LIEU-DIT   LA COLLE                   
LIEU-DIT   LA COUPIERE                
LIEU-DIT   LES GAUDEMARDS             
LIEU-DIT   LE PARAIRE                 
LIEU-DIT   PARELOUP                   
LIEU-DIT   PEYMIAN                    
LIEU-DIT   PILAMBERT                  
LIEU-DIT   LE PLAN                    
LIEU-DIT   LES RIBASSES               
LIEU-DIT   SAINTE MARGUERITE          
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE CHATEAU                 
           commune :     AUBIGNOSC                      departement : ALPES DE HAUTE-PROVENCE       
LOT        LES CYMES D ARGENT         
LIEU-DIT   LES AMARINES               
LIEU-DIT   LA BASSE DURANCE           
LIEU-DIT   LA BASTILLE                
LIEU-DIT   BOUSSIER                   
LIEU-DIT   LE BOUT DU CLOT            
LIEU-DIT   LE CANAL                   
LIEU-DIT   CHAMP DE CAMPANE           
LIEU-DIT   CHAMP GIRARD               
LIEU-DIT   LE CIMETIERE               
LIEU-DIT   LE CLOT                    
LIEU-DIT   CONTRE LE RIOU             
LIEU-DIT   LES COSTES                 
LIEU-DIT   LES CROUZOURETS            
LIEU-DIT   AU DELA DES GREZES         
LIEU-DIT   LE DESSOUS DE CHAMP GIRARD 
LIEU-DIT   LE DESSOUS DE LA ROUTE     
LIEU-DIT   LE DESSUS DE MALAGA        
LIEU-DIT   LE DESSUS DE MAURIEU       
LIEU-DIT   LE DESSUS DES CROUZOURETS  
LIEU-DIT   LES DURANCE                
LIEU-DIT   LES FILLIERES              
LIEU-DIT   LE FOREST                  
LIEU-DIT   LE GRAND CHAMP             
LIEU-DIT   LE GRAND CLOT              
LIEU-DIT   GRAND TERRES               
LIEU-DIT   LA GRANDE TERRE            
LIEU-DIT   LE GRAVAS                  
LIEU-DIT   LES GREZES                 
LIEU-DIT   LA HAUTE DURANCE           
LIEU-DIT   LA HAUTE TERRE             
LIEU-DIT   L INCONNU                  
LIEU-DIT   LES JARDINS                
LIEU-DIT   LE JAS                     
LIEU-DIT   LES JAS                    
LIEU-DIT   LURE                       
LIEU-DIT   LURGIEN                    
LIEU-DIT   MALAGA                     
LIEU-DIT   MAURIEU                    
LIEU-DIT   LE PETIT CHAMP             
LIEU-DIT   LE PETIT MAURIEU           
LIEU-DIT   LES PETITES GREZES         
LIEU-DIT   LES PETITS CROUZOURETS     
LIEU-DIT   LE POINT NODAL             
LIEU-DIT   PONCHONIERE                
LIEU-DIT   PRES DU CIMETIERE          
LIEU-DIT   PRES DU CLOT               
LIEU-DIT   PRES DU RIOU               
LIEU-DIT   PRES LE POINT NODAL        
LIEU-DIT   LES PRESIDENTES            
LIEU-DIT   LES RAVINS                 
LIEU-DIT   LE RIOU                    
LIEU-DIT   LES ROUBINAS               
LIEU-DIT   LES ROUBINES               
LIEU-DIT   LES ROUVIERES              
LIEU-DIT   SAINT JOSEPH               
LIEU-DIT   SOUS BOUSSIER              
LIEU-DIT   SOUS LE RIOU               
LIEU-DIT   SOUS LE TUMULUS            
LIEU-DIT   SOUS LE VILLAGE            
LIEU-DIT   SOUS LES GREZES            
LIEU-DIT   SOUS LES PRESIDENTES       
LIEU-DIT   SOUS LURGIEN               
LIEU-DIT   SOUS MAURIEU               
LIEU-DIT   LE TUMULUS                 
LIEU-DIT   VERS LES ROUBINES          
LIEU-DIT   VERS LURGIEN               
LIEU-DIT   LA VICAIRIE                
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LA SAVONNERIE              
LOT        DU CHATEAU                 
CHEMIN     DU PIGEONNIER              
IMPASSE    MAUREL                     
ALLEE      DES AMARINES               
ALLEE      DES PLATANES               
ALLEE      DES TILLEULS               
CHEMIN     DE L OULIVADO              
CHEMIN     DE LA VICAIRIE             
CHEMIN     DES GENETS                 
CHEMIN     DES PINS                   
CHEMIN     DU FIGUIER                 
CHEMIN     DU GUE                     
CHEMIN     DU JAS                     
CHEMIN     DU MALAGA                  
CHEMIN     DU VIEUX TILLEUL           
IMPASSE    DE L HIRONDELLE            
IMPASSE    DES BASSES TERRES          
IMPASSE    DES CERISIERS              
IMPASSE    DES PEUPLIERS              
IMPASSE    DES ROMARINS               
IMPASSE    DU VALLON                  
IMPASSE    VIEILLE CHAPELLE           
IMPASSE    ELIE MAGNAN                
IMPASSE    DU CLOT                    
MTE        DES GENETS                 
MTE        DU BASSIN                  
MTE        DU CHATEAU                 
MTE        DU LAVOIR                  
PLACE      DE FLORE                   
PLACE      DE LA FONTAINE             
PLACE      DES FAUVETTES              
PLACE      DU PUIT                    
           PROMENADE DU FOREST        
           QUARTIER DES JARDINS       
           QUARTIER DU PIED DE LURE   
ROUTE      DE CHATEAUNEUF             
ROUTE      DE L EGLISE                
ROUTE      DES CARRIERES              
RUE        DE LA MAIRIE               
RUE        DE L ECOLE                 
RUE        PRINCIPALE                 
RUE        DU PUITS                   
CHEMIN     DE LA PECOULE              
           commune :     AUTHON                         departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   L ADRECHON                 
LIEU-DIT   ARCHIER                    
LIEU-DIT   BAS COUEL                  
LIEU-DIT   LES BASTIDES               
LIEU-DIT   LA BIELLIERE               
LIEU-DIT   BRIANCON                   
LIEU-DIT   BRIGES                     
LIEU-DIT   LE BUISSON                 
LIEU-DIT   CABAN                      
LIEU-DIT   LES CASSES                 
LIEU-DIT   CHAMP LONG                 
LIEU-DIT   LE CHAT                    
LIEU-DIT   CHAUVET                    
LIEU-DIT   CLAPIERES                  
LIEU-DIT   CLOT CREMA                 
LIEU-DIT   CLOT TRACHON               
LIEU-DIT   CONAPLES                   
LIEU-DIT   COSTE PELEE                
LIEU-DIT   COSTEBELLE                 
LIEU-DIT   COULET GOUDIN              
LIEU-DIT   COULOUBROUSSE              
LIEU-DIT   LE DEFENDS                 
LIEU-DIT   LES DEFFENDS DE PIERREMONT 
LIEU-DIT   DERRIERE LE SERRE          
LIEU-DIT   DEVANT VILLE               
LIEU-DIT   DORMEILLEUSE               
LIEU-DIT   LES FOURCHES               
LIEU-DIT   GAINIER                    
LIEU-DIT   GARGASSE                   
LIEU-DIT   GERUEN                     
LIEU-DIT   LA GOURRIE                 
LIEU-DIT   GRAND PRE                  
LIEU-DIT   L HUBAC                    
LIEU-DIT   LAGNES                     
LIEU-DIT   LARRAN                     
LIEU-DIT   LIEURON                    
LIEU-DIT   MICHERON                   
LIEU-DIT   NIBLES                     
LIEU-DIT   LA PELENQUINE              
LIEU-DIT   PETIT RIOU                 
LIEU-DIT   PIERREMONT                 
LIEU-DIT   LA PLAINE                  
LIEU-DIT   PLUS HAUT GRAND PRE        
LIEU-DIT   PRAYAUD                    
LIEU-DIT   QUEIRIERE                  
LIEU-DIT   RIOU D AUTHON              
LIEU-DIT   SAINT MICHEL               
LIEU-DIT   SAINTE MARTHE              
LIEU-DIT   SEILLES                    
LIEU-DIT   LE SERRE                   
LIEU-DIT   TABAILLON                  
LIEU-DIT   TAILLEFER                  
LIEU-DIT   THEOUS                     
LIEU-DIT   TREMON                     
LIEU-DIT   TRES LIOURON               
LIEU-DIT   VACHERES                   
LIEU-DIT   VENISSARDI                 
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   VIVIER                     
           commune :     AUZET                          departement : ALPES DE HAUTE-PROVENCE       
LIEU-DIT   L ABOURNEE ET CLOT DE BOUC 
LIEU-DIT   L ADRECH                   
LIEU-DIT   ANELIER                    
LIEU-DIT   LES AUBERTS                
LIEU-DIT   L AUBREE                   
LIEU-DIT   L AUCHE                    
LIEU-DIT   LA BARBENC                 
LIEU-DIT   BAS CLAPIER                
LIEU-DIT   LE BAS SERRE               
LIEU-DIT   LA BLACHE ET SAINT ANDRE   
LIEU-DIT   LA BOUSE                   
LIEU-DIT   CHABRIERES                 
LIEU-DIT   CHAPELENC                  
LIEU-DIT   CHARCHE                    
LIEU-DIT   CHARCHERIES                
LIEU-DIT   CHARRUI                    
LIEU-DIT   LE CLAUX                   
LIEU-DIT   CLOT DE REYNIER            
LIEU-DIT   CLOT DES ESTABLES          
LIEU-DIT   LE CLUS                    
LIEU-DIT   LE COL                     
LIEU-DIT   COMPOLIN                   
LIEU-DIT   LA CONDAMINE               
LIEU-DIT   LA CONFRERIE               
LIEU-DIT   COSTE BELLE                
LIEU-DIT   LA CRIN                    
LIEU-DIT   LE CUBERTEN                
LIEU-DIT   CUGURET                    
LIEU-DIT   LE FANGET                  
LIEU-DIT   LE FOREST                  
LIEU-DIT   LE GAOU                    
LIEU-DIT   LES GARDETTES              
LIEU-DIT   GARNIER                    
LIEU-DIT   GRAND CHAMP                
LIEU-DIT   LA GRANGEASSE              
LIEU-DIT   HAUT CLAPIER               
LIEU-DIT   L HOUME                    
LIEU-DIT   L INFERNET                 
LIEU-DIT   LA JABIE                   
LIEU-DIT   JEAN MEDAU                 
LIEU-DIT   LE LAUTARET                
LIEU-DIT   LAUZEROT                   
LIEU-DIT   NEGRON                     
LIEU-DIT   LA PEYRONNIERE             
LIEU-DIT   LA PINEE                   
LIEU-DIT   LES PLAINES                
LIEU-DIT   LE RAI                     
LIEU-DIT   RENAUDESC                  
LIEU-DIT   REVOUNDET                  
LIEU-DIT   ROUCHOUVENC                
LIEU-DIT   LA SALCE                   
LIEU-DIT   LA SALCE HAUT              
LIEU-DIT   LA SAMBUE                  
LIEU-DIT   SANSENU                    
LIEU-DIT   LE SERRE                   
LIEU-DIT   LE TRAVERS DES AUBOURS     
LIEU-DIT   LA VIGNE                   
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   LE GRAVAS                  
PLACE      DE L AUBERGE               
ROUTE      DES AUBERTS                
PLACE      DU BAS SERRE               
ROUTE      DE LA CONDAMINE VC 21      
PLACE      DU FOREST                  
PLACE      DU GRAVEYRON               
PLACE      DU HAUT DES AUBERTS        
ROUTE      DE L HOUME  VC 22          
PLACE      DES ISOARDS                
PLACE      DU PIED DES AUBERTS        
ROUTE      DU PIED DU CLAPIER  VC 19  
ROUTE      DU HAUT DU CLAPIER  VC 20  
PLACE      DE LA SERINTE              
           commune :     BANON                          departement : ALPES DE HAUTE-PROVENCE       
RESIDENCE  BELLEVUE                   
RESIDENCE  HOP LOCAL COLLOMB          
           ANCIEN HOTEL DIEU          
QUA        DE LA MAGALASSE            
QUA        PECOLE                     
QUA        LES PUYS                   
RESIDENCE  LA CABRE D OR              
LIEU-DIT   L ADRECH                   
LIEU-DIT   L ADRECH DU GREOU DE BANE  
LIEU-DIT   LES AGRENIERS              
LIEU-DIT   AIGUEBELLE                 
LIEU-DIT   LES ANDRIEUX               
LIEU-DIT   LES AUBERES                
LIEU-DIT   LES BANS                   
LIEU-DIT   LES BARNABOI               
LIEU-DIT   SUR LES BARNABOI           
LIEU-DIT   BLANCHONNETTE              
LIEU-DIT   LES BREMONES               
LIEU-DIT   LE BRUSQUET                
LIEU-DIT   CHANTE PERDRIX             
LIEU-DIT   LE CHASTELLAS              
LIEU-DIT   LE CLOT DE GARDON          
LIEU-DIT   LES CLOUES                 
LIEU-DIT   LA COMBE                   
LIEU-DIT   COMBE DE VAUX              
LIEU-DIT   COMBE MAOUNES              
LIEU-DIT   COUESTE CHAUDE             
LIEU-DIT   LES COUESTES DE DAUBAN     
LIEU-DIT   LES COUSTOULLIES           
LIEU-DIT   DAUBAN                     
LIEU-DIT   LE DEFEND                  
LIEU-DIT   LES ECUS                   
LIEU-DIT   LES EYSSINIERES            
LIEU-DIT   LES FAYSSES                
LIEU-DIT   LES FERRIERES              
LIEU-DIT   FOUENT CREMA               
LIEU-DIT   LE GRAND TOURDOUIL         
LIEU-DIT   LE GRAND VALLA             
LIEU-DIT   LA GRANDE FONTAINE         
LIEU-DIT   LES GRAVIERES              
LIEU-DIT   LES GUERINS                
LIEU-DIT   LA HAUTE JAVON             
LIEU-DIT   L HUBAC DE GREOU DE BANE   
LIEU-DIT   LA JAVON MILIEU            
LIEU-DIT   LE LARGUE                  
LIEU-DIT   LE LAUTARET                
LIEU-DIT   LAYAN                      
LIEU-DIT   LES MARTELS                
LIEU-DIT   SUR LES MARTELS            
LIEU-DIT   LES MURES                  
LIEU-DIT   LES MURES BASSES           
LIEU-DIT   NORD DES PLAINES           
LIEU-DIT   LA PALUD                   
LIEU-DIT   PESSEGROULE                
LIEU-DIT   LE PETIT TOURDOUIL         
LIEU-DIT   PEYMIAN                    
LIEU-DIT   LE PIED D ENROUX           
LIEU-DIT   LA PLAINE DE CHABAUD       
LIEU-DIT   LES PLAINES                
LIEU-DIT   LES PLAINES DE LA TUILERIE 
LIEU-DIT   LE PLAN                    
LIEU-DIT   LE PLUS BAS SERRE          
LIEU-DIT   LA PLUS BASSE JAVON        
LIEU-DIT   LES PLUS HAUTES GRANGES DA 
LIEU-DIT   PRAMIN                     
LIEU-DIT   LE PUY                     
LIEU-DIT   LES RIVARELS               
LIEU-DIT   ROUSTAGNE                  
LIEU-DIT   SAINT DESDIER              
LIEU-DIT   SAINT HILAIRE              
LIEU-DIT   SAINT JEAN                 
LIEU-DIT   SAINT JUST                 
LIEU-DIT   SAINT MARTIN               
LIEU-DIT   LE SERRE                   
LIEU-DIT   LES SIEGES                 
LIEU-DIT   LES TARRONS                
LIEU-DIT   LE TOURONNET               
LIEU-DIT   LES TROIS FOUENTS          
LIEU-DIT   LA TUILERIE                
LIEU-DIT   VALERNE                    
LIEU-DIT   VALLON DE LAUVET           
LIEU-DIT   VALLON DES BOURETS         
LIEU-DIT   LE VILLAGE                 
LIEU-DIT   CAMPAGNE LA GRILLERE       
LIEU-DIT   LE PETIT VALERNES          
LIEU-DIT   LA PLACETTE                
LIEU-DIT   LE POUS                    
LIEU-DIT   LA TUILIERE MARTEL         
LIEU-DIT   LA GRANGE                  
LIEU-DIT   LE ROUCAS                  
LOT        LES JARDINS DU SERRE       
ROUTE      D APT                      
RUE        DES ECOLES                 
TRA        MEFFRE                     
RUE        DES JARDINS                
ROUTE      DE MANOSQUE                
RUE        DU FOUR BANAL              
RUE        DU PALAIS DE JUSTICE       
RUE        PEYRON                     
CHEMIN     ALANT AU POUX              
ROUTE      DE REVEST DU BION          
RUE        DE LA BOURGADE             
PLACE      DE LA REPUBLIQUE           
RUE        DE L ANCIENNE MAIRIE       
RUE        DES ARCADES                
BOULEVARD  AUGUSTE DOU                
RUE        DE L INDUSTRIE             
RUE        PASTEUR                    
PLACE      CHARLES VIAL               
RUE        DE COURTOIS                
SENTIER    DU GREOU DE BANE           
RUE        DIEUDONNE COLLOMP          
RUE        MEFFRE                     
CHEMIN     DE L ORGE                  
RUE        DU CHANOINE ARIOSTE        
PLACE      PIERRE MARTEL              
IMPASSE    SAINT JUST                 
CHEMIN     DES RIVARELS               
CHEMIN     VOISINAL                   
CHEMIN     DE VALLAT                  
PLACE      DU PORTAIL                 
RUE        ELZEARD BOUFFIER           
MTE        ELZEARD BOUFFIER           
RUE        DE L'ANCIENNE CASERNE      
RUE        DE L'ANCIEN HOTEL DIEU     
PLACE      DE LA REPUBLIQUE           
           commune :     BARCELONNETTE                  departement : ALPES DE HAUTE-PROVENCE       
RESIDENCE  DES FONTANINS              
RESIDENCE  LES TERRASSES DE L ADROIT  
LOT        PEYRALINES                 
LIEU-DIT   L ADROIT                   
LIEU-DIT   ADROIT DU VERGER           
LIEU-DIT   LES ALLEES                 
LIEU-DIT   LES ALLEMANDS              
LIEU-DIT   LE BOIS CHENU              
LIEU-DIT   BOIS DE LA CHAUP           
LIEU-DIT   BONNET VERT                
LIEU-DIT   LE BOSQUET                 
LIEU-DIT   BOUCHIERE                  
LIEU-DIT   BRAME FAN                  
LIEU-DIT   LES CABANES                
