20151101
84         VAUCLUSE                      
CHEMIN     DES PEUPLIERS              
CHEMIN     DE LA PINIERE              
RUE        DU PORTAIL NEUF            
PLACE      DU PORTAIL NEUF            
CHEMIN     DE PRENTE GARDE            
CHEMIN     DE LA PROCESSION           
RUE        DE LA PORT DE FRANCE       
RUE        DE LA POTERNE              
CHEMIN     DE PROVENCE                
RUE        DE LA POUSTERLE            
RUE        DU 14 SEPTEMBRE 1791       
CHEMIN     DE RATONELLE               
CHEMIN     DE LA RODDE                
IMPASSE    SAINT GEORGES              
IMPASSE    SAINT MICHEL               
IMPASSE    SAINT PIERRE               
CHEMIN     SAINT ROCH                 
CHEMIN     DE SAINT SAUVEUR           
RUE        DU XIV SEPT 1791           
ROUTE      DE SAINT VERAN             
CHEMIN     DE SAINT VERAN A SERRES    
CHEMIN     DE SERRES                  
CHEMIN     DE SUZETTE A MAZAN         
IMPASSE    DE LA RABASSO              
RUE        TOUR DES REMPARTS          
PASSAGE    DU RETOLI                  
AVENUE     JOSEPH ROUMANILLE          
CHEMIN     DE ST JUST                 
CHEMIN     DE ST MARC                 
CHEMIN     ST JUSTE                   
RUE        DE LA PORTE DE FRANCE      
RUE        THEODORE AUBANEL           
PLACE      DE LA TOUR                 
CHEMIN     DU VAS                     
           commune :     AUREL                          departement : VAUCLUSE                      
LOT        LES HAUTS D'AUREL          
LIEU-DIT   LA BLACHE                  
LIEU-DIT   BRAQUET                    
LIEU-DIT   LA BUISSIERE               
LIEU-DIT   LES BURTIERES              
LIEU-DIT   LES CHARLETS               
LIEU-DIT   LE CHASSIS                 
LIEU-DIT   COL DE MOUGNE              
LIEU-DIT   COLLET BLANC               
LIEU-DIT   COLLET DE LAURENCE         
LIEU-DIT   COLLET DE REILHANE         
LIEU-DIT   COLLET DU GREOURE          
LIEU-DIT   COLLET DU PUY              
LIEU-DIT   LES COSTES                 
LIEU-DIT   LES CROTTES                
LIEU-DIT   LA FAYET RUANTE            
LIEU-DIT   FAYETTE DE ROYER           
LIEU-DIT   LES FAYSSES                
LIEU-DIT   FONT DE MARGOT             
LIEU-DIT   LA FONTAINE                
LIEU-DIT   LES FONTAINES              
LIEU-DIT   LES GARDES                 
LIEU-DIT   LA GIRARDE                 
LIEU-DIT   LA GRANDE CHAUME           
LIEU-DIT   LA GRANDE MONJOIE          
LIEU-DIT   LES GRANDES COSTES         
LIEU-DIT   LES GRANDES PLANES         
LIEU-DIT   LE JAS                     
LIEU-DIT   LA LAUZE                   
LIEU-DIT   LES MARRANS                
LIEU-DIT   LA MEYNIERE                
LIEU-DIT   MOURRE DE FERRAN           
LIEU-DIT   PAN PERDU                  
LIEU-DIT   PETITES FAYETTES           
LIEU-DIT   PEYRACHONE                 
LIEU-DIT   PIERRE A FEU               
LIEU-DIT   LES PLANES                 
LIEU-DIT   LA POUZARAQUE              
LIEU-DIT   PUITS D AYMAR              
LIEU-DIT   PUITS NOUVEAU              
LIEU-DIT   RABASTE                    
LIEU-DIT   RICHARNAU                  
LIEU-DIT   ROCHEPERTUY                
LIEU-DIT   LE SAINT ESPRIT            
LIEU-DIT   SAINT PIERRE               
LIEU-DIT   SAINT PIERRE DU VENTOUX    
LIEU-DIT   LA SENTINELLE              
LIEU-DIT   LA TUILIERE                
LIEU-DIT   VILLAGE                    
CHEMIN     DE L AIRE DE PIQUE NIQUE   
ACH        ANCIEN CHEMIN DU COMTAT    
RUE        DE L ANC MAIRIE            
RUE        DE L ANC POSTE             
ESC        DE L ANCIENNE POSTE        
ART        ANCIENNE ROUTE DE SAULT    
RUE        DE L ANCIENNE BOULANGERIE  
ESC        DU BARRI                   
CHEMIN     DES BASTIES                
CHEMIN     DE LA BLACHE               
CHEMIN     DE LA BURLIERE             
RUE        DU CAIRE                   
ESC        DU CAIRE                   
RUE        DE LA CALADE               
PLACE      DE LA CALADE               
RUE        DU BARRY                   
           DE LA CHARITE              
CHEMIN     DU CHASSIS                 
ESC        DU CHATEAU                 
CHEMIN     DU CHATEAU D EAU           
CHEMIN     DU CIMETIERE               
ROUTE      DEPARTEMENTALE 164         
CHEMIN     DU COLLET BLANC            
CHEMIN     DU COMTAT                  
CHEMIN     DES COSTES                 
CHEMIN     DES CROTTES                
PLACE      DE L EGLISE                
RUE        DE L EGLISE                
CHEMIN     DU DEFFENDS                
RUE        ESCOURTCHE                 
CHEMIN     DU FAUMORIN                
CHEMIN     DE LA FERRADE              
CHEMIN     DES FONTAINES              
CHEMIN     DES GARDES                 
ESC        DE LA GOYE                 
CHEMIN     DE LA GRANGE NEUVE         
CHEMIN     DES GRANGES                
ROUTE      DE MONTBRUN                
CHEMIN     DES HAUTS D AUREL          
CHEMIN     DU JAS                     
CHEMIN     DU LAVOIR                  
PLACE      DU MONUMENT AUX MORTS      
CHEMIN     DE LA MACHOTTE             
CHEMIN     DE MARQUISAN               
RUE        MONTEE DE LA CALADE        
CHEMIN     PAN PERDU PIERRE A FEU     
RUE        DU PLAN DU FOUR            
ESC        DU PLAN DU FOUR            
PLACE      DU PLAN DU FOUR            
ESC        DU PORCHE                  
ESC        DE LA PRISON               
CHEMIN     DU PUITS                   
CHEMIN     DU PUITS D AYMAR           
CHEMIN     LA RABASTE                 
CHEMIN     RASPAIL                    
PLACE      DU PORTAIL                 
SENTIER    DES REMPARTS               
IMPASSE    DES REMPARTS               
CHEMIN     DU SAINT ESPRIT            
RUE        DE LA SENTINELLE           
CHEMIN     DU VENTOURET               
           commune :     AURIBEAU                       departement : VAUCLUSE                      
LIEU-DIT   AIGUE BRUNE                
LIEU-DIT   BEAUME DE PEYROT           
LIEU-DIT   BERGEROUX                  
LIEU-DIT   CASSAIRE                   
LIEU-DIT   CHARBONNIERES              
LIEU-DIT   COMBE DE BADELUNE          
LIEU-DIT   COTEAU DE BRUNY            
LIEU-DIT   LA FAYETTE                 
LIEU-DIT   FEMME MORTE                
LIEU-DIT   GRANDE TERRE               
LIEU-DIT   JAS DE PEYSSON             
LIEU-DIT   LADRET                     
LIEU-DIT   MAUBOIS                    
LIEU-DIT   PLAINE DE FENOUILLET       
LIEU-DIT   PLAINE DE PLANEAU          
LIEU-DIT   VALLON DE BRUNY            
LIEU-DIT   VALLON DE ROUMIER          
LIEU-DIT   VALLON FONT DE JEAN DE MAR 
RUE        DES AIRES                  
           L'ANDRUNO                  
CHEMIN     DES CHARBONNIERES          
RUE        DU CHATEAU                 
PLACE      DE L EGLISE                
CHEMIN     DE FEMME MORTE             
CHEMIN     DE FENOUILLET              
CHEMIN     LA FONT DE JEAN DE MARTIN  
PLACE      DE LA FONTAINE             
RUE        DU FOUR                    
ROUTE      JEAN MOULIN                
CHEMIN     DE LOURIER                 
CHEMIN     DE LA RANDE                
CHEMIN     DE SAINT PIERRE            
RUE        SAINT PIERRE               
CHEMIN     DU VALLON DE ROUMY DU VEGE 
RUE        DE LA VIEILLE FONTAINE     
           commune :     AVIGNON                        departement : VAUCLUSE                      
           AEROPORT MFT               
RESIDENCE  LES AUBEPINES              
RESIDENCE  CARDINALE                  
HLE        CENTRALES                  
HAM        ST GABRIEL                 
           ETANG ST CHAMAND MFT       
CENTRE     COMMERCIAL COURTINE        
HLM        CHAMPFLEURY                
HLM        CLOS DE L EPI              
           ENS J JACQUES ROUSSEAU     
           LDT PERNOD LA COUR MFT     
           LA COUR MOUREAU MFT        
           LGT RAPATRIES MONCLAR      
HLM        LA BARBIERE                
CITE       LOUIS GROS                 
RESIDENCE  BERTHELOT                  
RESIDENCE  BONAVENTURE SYNAGOGUE      
RESIDENCE  BRUNO                      
LOT        LA CANTONNE                
RESIDENCE  PARC ST ROCH               
CENTRE     CAP SUD                    
CENTRE     COM MISTRAL 7 MFT          
CENTRE     PSY MONTDEVERGUES MFT      
LOT        CHANTEREINE MFT            
RESIDENCE  CLAUDE DAME I P CAPPE      
RESIDENCE  CLOS DES FONTAINES         
LOT        LE CLOS DU LAURIER         
CITE       QUIOT                      
RESIDENCE  CLOS ST HENRI              
PARC       CHICO MENDES               
RESIDENCE  DES COMBES MFT             
CLOS       PERRET                     
           CROIX DES OISEAUX          
LOT        CURTY CHE LA MURETTE       
HLM        ST JEAN                    
CITE       DABRY                      
CITE       D URGENCE MONCLAR          
ZI         ZONE INDUSTRIELLE          
CITE       MARCELLIN SQ ST GENIES     
RESIDENCE  LES FELIBRES I PONGE       
RESIDENCE  GERFAUTS BRD D SOULIE      
           HOME 90 SQ ST GENIES       
LOT        LA JARRETIERE              
LOT        JULIEN                     
HLM        MALPEIGNE 12 CHE MAL       
CITE       MASQUIN BRD P LOTI         
HLM        MEDITERANNEE               
RESIDENCE  PALERME GPE MART MFT       
RESIDENCE  PARC ST HENRI              
LOT        PASCAL MFT                 
RESIDENCE  RUE PIERRE POISSON         
HLM        IMPASSE PONGE              
           POLE TECH AGROPARC MFT     
HLM        PONT DES 2 EAUX            
CITE       POUCHELON                  
QUA        QUITTE BRAYE               
RESIDENCE  REINE JEANNE               
MAR        GARE                       
RESIDENCE  ATHENEE                    
RESIDENCE  SAADA RTE MORIERES         
LOT        LES CREMADES               
LOT        LES SABINES MFT            
RESIDENCE  SAINT RUF                  
RESIDENCE  ST YVES CHE ST ROCH        
CITE       STE CATHERINE MFT          
LOT        LES SAULES                 
LOT        LES SAULES MFT             
RESIDENCE  STUART MILL RTE PT2        
RESIDENCE  LES TILLEULS               
RESIDENCE  LE VENISE MARTINE MFT      
RESIDENCE  VERT PRE                   
RESIDENCE  VIAREGGIO MARTINE MFT      
ZI         DE COURTINE                
LIEU-DIT   L AIRE                     
LIEU-DIT   LES ALOUETTES              
LIEU-DIT   L ANASTASY                 
LIEU-DIT   L ANGUIOLLE                
LIEU-DIT   ARGENTAN ET PATIRAS        
LIEU-DIT   AUBERT                     
LIEU-DIT   LES AUBERTES ET LINSOLADE  
LIEU-DIT   BAGATELLE                  
LIEU-DIT   BAIGNE PIED                
LIEU-DIT   BARBIER                    
LIEU-DIT   LA BARTHELASSE             
LIEU-DIT   LE BAS FONDS               
LIEU-DIT   BEL AIR                    
LIEU-DIT   BELLEGARDE                 
LIEU-DIT   BERNARD                    
LIEU-DIT   LA BERTHE                  
LIEU-DIT   BOMPAS MFT                 
LIEU-DIT   BOUCHONY                   
LIEU-DIT   LA BOUSQUETTE              
LIEU-DIT   LA BRUYERE                 
LIEU-DIT   LES CABANES                
LIEU-DIT   LES CAPELLANS              
LIEU-DIT   CAUMONE                    
LIEU-DIT   CHAMPFLEURY                
LIEU-DIT   LE CHATEAU                 
LIEU-DIT   CHATEAU BLANC              
LIEU-DIT   CHATEAU SABLIER            
LIEU-DIT   CHATEBRUN MFT              
LIEU-DIT   CLOS D ESPAGNE  MFT        
LIEU-DIT   CLOS DE BONAVENTURE        
LIEU-DIT   CLOS DE BOUCHARDONY        
LIEU-DIT   CLOS DE FLORIMON           
LIEU-DIT   CLOS DE FLORIMON MFT       
LIEU-DIT   CLOS DE FONTANILLE MFT     
LIEU-DIT   CLOS DE L ORME FOURCHU     
LIEU-DIT   CLOS DE LA CRISTOLE MFT    
LIEU-DIT   CLOS DE LA GRANDE CASTELLE 
LIEU-DIT   CLOS DE LA JARRETIERE      
LIEU-DIT   CLOS DE LA JARRETIERE MFT  
LIEU-DIT   CLOS DE LA MARTELETTE      
LIEU-DIT   CLOS DE LA MATHE           
LIEU-DIT   CLOS DE LA MURETTE         
LIEU-DIT   CLOS DE LA PIONNE          
LIEU-DIT   CLOS DE LA SACRISTIE MFT   
LIEU-DIT   CLOS LA TOUR ESPAGNE MFT   
LIEU-DIT   CLOS DE MASSILLARGUE       
LIEU-DIT   CLOS DE SAINT CHAMAND      
LIEU-DIT   CLOS DE SAINT GENIES       
LIEU-DIT   CLOS DE SAINT MARTIN       
LIEU-DIT   CLOS DE SOUSPIRON          
LIEU-DIT   CLOS DE SOUSPIRON MFT      
LIEU-DIT   CLOS ST PIERRE FRAIS       
LIEU-DIT   CLOS DES BANNETTES         
LIEU-DIT   CLOS DES BASTIDES          
LIEU-DIT   CLOS DES BAUX              
LIEU-DIT   CLOS DES BONNES HUILES     
LIEU-DIT   CLOS DES BROQUETONS MFT    
LIEU-DIT   CLOS DES CINQ CANTONS      
LIEU-DIT   CLOS DES COLLINES MFT      
LIEU-DIT   CLOS DES COMBES MFT        
LIEU-DIT   CLOS DES CRILLONES         
LIEU-DIT   CLOS DES FONTAINES         
LIEU-DIT   CLOS DES GARRIGUES         
LIEU-DIT   CLOS DES GARRIGUES MFT     
LIEU-DIT   CLOS DES MEDECINES         
LIEU-DIT   CLOS DES NEUF PEYRES       
LIEU-DIT   CLOS DES RICHES MFT        
LIEU-DIT   CLOS DES TRAMS             
LIEU-DIT   CLOS DES VOULONGUES        
LIEU-DIT   CLOS DES 9 PEYRES ET DU NO 
LIEU-DIT   CLOS DU GRAND FRESQUIERE   
LIEU-DIT   CLOS DU GRAND RIBAN        
LIEU-DIT   CLOS MOURRE LA ROQUETTEMFT 
LIEU-DIT   CLOS DU NOYER              
LIEU-DIT   CLOS DU PETIT FRESQUIERE   
LIEU-DIT   CLOS SAINT JEAN            
LIEU-DIT   COMBE ET JOANIS            
LIEU-DIT   COTEAU DE MONTDEVERGUE MFT 
LIEU-DIT   LA COUPE D OR              
LIEU-DIT   CROIX DE NOVES             
LIEU-DIT   CROIX ROUGE                
LIEU-DIT   LA DARMANE                 
LIEU-DIT   LES DELFEINNES             
LIEU-DIT   LA DEROUSSE                
LIEU-DIT   LA DESPRELLE               
LIEU-DIT   DUPLESY                    
LIEU-DIT   LA DURANCE                 
LIEU-DIT   LES DURETTES               
LIEU-DIT   FRUCHAGE MFT               
LIEU-DIT   GALLIAS                    
LIEU-DIT   GASQUY ET BLAVET           
LIEU-DIT   LA GD TERRE AU DESSUS DU C 
LIEU-DIT   GIGOGNAN                   
LIEU-DIT   LE GRAND BOSQUET           
LIEU-DIT   GRANDE BASTIDE             
LIEU-DIT   GRANDS CYPRES              
LIEU-DIT   GUILLAUMONT                
LIEU-DIT   ILE DE PIOT                
LIEU-DIT   L ILLOT                    
LIEU-DIT   L ISLE DE MINGOT           
LIEU-DIT   LA JASSE                   
LIEU-DIT   LASTAYE                    
LIEU-DIT   MAS DE COMBE ANTOINE       
LIEU-DIT   MAS DE LAURENT             
LIEU-DIT   LA MERCIER                 
